id,shapeName,ntl_2000,ntl_2001,ntl_2002,ntl_2003,ntl_2004,ntl_2005,ntl_2006,ntl_2007,ntl_2008,ntl_2009,ntl_2010,ntl_2011,ntl_2012,ntl_2013,ntl_2014,ntl_2015,ntl_2016,ntl_2017,ntl_2018,ntl_2019,ntl_2020,ntl_2021,ntl_2022
12,El Cercado,0.0010552794727086,0.005825130919697,0.0010552794727086,0.0010552794727086,0.0010552794727086,0.0010552794727086,0.0010552794727086,0.0010552794727086,0.0010552794727086,0.003803520836125,0.003803520836125,0.1109878342585479,0.117332262565167,0.1628406194871723,0.1719597394445467,0.1602721811720582,0.2557755017079967,0.3290919523163332,0.3018668690585101,0.2502179227576098,0.2423076354693713,0.2808172644814136,0.2479213748204196
13,Eugenio María De Hostos,7.650234294320693e-05,0.0072996207948005,0.0046258197390099,0.0024189315366151,0.0001866331169870706,0.0001866331169870706,0.0001866331169870706,0.0001866331169870706,0.0001866331169870706,0.0037417875540401,0.0037417875540401,0.0233672136482903,0.0350494329804707,0.0372314090187196,0.0566824492476023,0.0890792890255925,0.0772008462007108,0.1095900843575185,0.1085587612201442,0.1405612686373768,0.2359575565010001,0.2595258957108721,0.2986067054342322
14,Bohechío,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0165901092340896,0.0510438443945731,0.0681646981533025,0.0419324545604146,0.0549697942746704,0.04724255007015,0.0428262219736537,0.0561751016586572,0.0693544731428963,0.0652484152765692,0.0542310501436781,0.0673854621667636,0.0776148550409226,0.0616270002290653
15,Arenoso,0.00018285647961256604,0.0084052231782937,0.0010903729565258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043390440925535,0.0060754960087674,0.01063987308999,0.013836685032619,0.0216619423212691,0.0155358366875843,0.0237772890729354,0.0454194644348723,0.046206196489976,0.0394890887437847,0.0658670944602666,0.1353177243546229,0.2657280698352436
16,Tábara Arriba,0.0045362983629368,0.004344698712646,0.0005122511063547676,0.0122993363059345,0.00011090743793025532,0.0011578860512773,0.0035140469400126,0.0030124649195236,9.927998484521056e-05,0.0,0.0006289289851422809,0.0180755213269254,0.0480898593213987,0.0793318225039778,0.091131444358259,0.0998351832542536,0.1236523302833828,0.1113681069395024,0.1246237498993857,0.1260181178715484,0.240783366421195,0.3488179194863413,0.3694792312001953
17,Vicente Noble,0.0351059159504943,0.0443041110390165,0.07807458619548,0.0574335045760731,0.0505030283613057,0.042189466180386,0.0340876730926348,0.045364631771735,0.0182137405246329,0.0672037019392499,0.0666130740621448,0.1110001288101057,0.0735244822930479,0.2172869772455553,0.2315502103971632,0.2512831014875122,0.1956085774262023,0.177715498663807,0.1896960615058235,0.2768617573482349,0.3269263458473417,0.4773232108083122,0.5613960560509667
18,Consuelo,0.0684026457524652,0.0973789028637988,0.154495060158281,0.0863296339049104,0.1386930952856985,0.1297778967159181,0.1129116901718256,0.1279511419704238,0.1973664651987492,0.0763521612782805,0.0375569183016152,0.1227543447805517,0.1713373091909429,0.5000263467200303,0.7087960762935616,0.800799701202197,0.6741339376453964,0.6372275508581551,0.5141256380163668,0.5269484036994423,0.7498764115498121,1.119735632669629,1.3524709308419338
19,Puñal,1.5821496833553812,1.9675178036586043,3.275665081713026,2.179336405454998,1.984439843276912,1.1767438423523384,1.9439920072543664,1.2361654789203276,1.3448860874000743,1.9246719071531044,1.673252675858198,2.7387031093623104,1.8723304482257812,4.977185153727455,5.4378910854533515,5.675735424240413,5.463630425560383,7.080243094637141,8.28203193187025,9.141699643886303,9.233139363542332,10.614934417572329,11.580912747063817
20,Juan Santiago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086318983359361,0.0086318983359361,0.0339750198810642,0.0447604029314956,0.0958841613417844,0.093003429198527,0.1009166533315199,0.1170251415180801,0.0879571170773049,0.0692449719624937,0.0890275231852305,0.0976473404411498
21,La Descubierta,0.0118855583418626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029761903079232,0.0272094607754106,0.0286054686603138,0.0303972559544868,0.1056123093111801,0.1155009622612746,0.1281654711708745,0.1756868667068329,0.150116585989073,0.139616836675984,0.1456583019383924,0.1702434701561188,0.1677296970865351
22,Boca Chica,0.8853819129602367,1.1203440394718882,1.372476243698623,1.837915062989637,2.6173405547170177,2.409105467187215,2.4748582046440077,2.006708815188599,1.5971866929815597,2.0697807333416662,1.3009051051330824,2.6262852279089315,3.3267267188281053,5.722864048947824,6.065705411891211,6.746540688903303,6.403086481590865,6.68427645698333,6.989001800874603,7.097687380494573,7.448811874294104,8.94832345775771,10.44461366551931
23,Tenares,0.0238456233025618,0.0247168115718107,0.0849396910436595,0.0337714941350333,0.0307011368001439,0.020868810303271,0.0229905073829196,0.0547610545944123,0.0404898228460031,0.0266058202805451,0.0078142628667393,0.0451506156232365,0.0801096916854086,0.5760789717653532,0.6010096268698406,0.5791272471340392,0.6064382887240642,0.599012573826144,0.5998185116014404,0.7658230480795866,0.7403570407552984,0.9907514325616068,1.246779182048236
24,Villa Montellano,0.1005853244332393,0.0983387611821546,0.2614143564303028,0.1340467102751393,0.2239248326194057,0.0815150690213543,0.0212770074968505,0.042319841594176,0.0430251432696418,0.0715400193127394,0.013935652722955,0.300296182642877,0.2274822725797506,0.4640603569887567,0.47563195026527,0.5560847515048863,0.693083196697351,0.767933155882652,0.9086270517901868,1.0756506464873477,1.128873537065283,1.5283204302244566,1.632265998043375
25,Sosúa,0.2154820727810652,0.2828950315820715,0.3700672620051816,0.3101742646190521,0.1441641218211123,0.0959891195953564,0.1752725718369611,0.1059206824229715,0.1086811987298235,0.1534143083629372,0.0435078421949883,0.3051065309865131,0.4047879708435596,0.579401622595071,0.6066273819339586,0.6526934231503689,0.6027769438664761,0.7022392508907549,0.859055629002843,1.0840754938478545,1.010459140847287,1.2619649621738014,1.390170266250336
26,Las Charcas,0.0011222600266985,0.0026297220566084,0.0189087520459278,0.0082492089515203,0.0060673004116699,0.0052240163241084,0.00174385682442,0.0010367579813067,0.00011461514593013248,0.0,0.0,0.0294396512137308,0.0306977310481878,0.0776491596661182,0.1054374284870355,0.1038751344330783,0.1028949197375413,0.1039233536081791,0.1285751000744374,0.1396941612551484,0.2656027431764885,0.342527553123262,0.3680939209451624
