shapeName,id,year,total_sol
San Luis,159,1995,315.5429666381256
San Victor,160,1995,309.7661235388588
Matanzas,161,1995,152.6605983412149
Constanza,0,1996,589.1858197679709
Sabana De La Mar,1,1996,95.76559945631261
Moca,2,1996,536.8019403803582
Bayaguana,3,1996,241.15455955813326
El Factor,4,1996,60.18657363086356
San Francisco De Macorís,5,1996,1084.0813725108026
Puerto Plata,6,1996,766.1390271846576
Jamao Al Norte,7,1996,21.711561540879458
Las Matas de Santa Cruz,8,1996,15.987300449317576
Jimaní,9,1996,98.50554807454932
Baní,10,1996,762.6177315408986
Villa Hermosa,11,1996,579.5768854670664
El Cercado,12,1996,53.254569561165916
Eugenio María De Hostos,13,1996,17.298723007183447
Bohechío,14,1996,85.59114235499325
Arenoso,15,1996,29.782878799941024
Tábara Arriba,16,1996,57.0397206700608
Vicente Noble,17,1996,83.56159109701129
Consuelo,18,1996,134.11742126965055
Puñal,19,1996,650.459061627996
Juan Santiago,20,1996,17.239764422353577
La Descubierta,21,1996,33.83036086775508
Boca Chica,22,1996,1165.9833704351208
Tenares,23,1996,102.85719206222133
Villa Montellano,24,1996,87.44144199169149
Sosúa,25,1996,275.4204317513049
Las Charcas,26,1996,49.24969006394054
Castañuelas,27,1996,44.61507154054501
Jarabacoa,28,1996,602.4100318652743
Jima Abajo,29,1996,73.15908164230045
Pimentel,30,1996,71.28116154325942
Yamasá,31,1996,92.88785022386149
Sabana Iglesia,32,1996,43.62504465106656
Dajabón,33,1996,133.91729491712414
Los Cacaos,34,1996,30.48985183487337
El Peñón,35,1996,17.440718902326097
Fantino,36,1996,57.345244931415024
Guananico,37,1996,13.107011442032515
Hato Mayor,38,1996,462.00364226675504
