code,name,latitude,longitude,year,close,type,sez_id,origin ,inv00,inv01,inv02,inv03,inv04,inv05,inv06,inv07,inv08,inv09,inv10,inv11,inv12,inv13,inv14,inv15,inv16,inv17,inv18,inv19,ob_f_00,tec_f_00,adm_f_00,total_f_00,ob_f_01,tec_f_01,adm_f_01,total_f_01,ob_f_02,tec_f_02,adm_f_02,total_f_02,ob_f_03,tec_f_03,adm_f_03,total_f_03,ob_f_04,tec_f_04,adm_f_04,total_f_04,ob_f_05,tec_f_05,adm_f_05,total_f_05,ob_f_06,tec_f_06,adm_f_06,total_f_06,ob_f_07,tec_f_07,adm_f_07,total_f_07,ob_f_08,tec_f_08,adm_f_08,total_f_08,ob_f_09,tec_f_09,adm_f_09,total_f_09,ob_f_10,tec_f_10,adm_f_10,total_f_10,ob_f_11,tec_f_11,adm_f_11,total_f_11,ob_f_12,tec_f_12,adm_f_12,total_f_12,ob_f_14,tec_f_14,adm_f_14,total_f_14,ob_f_15,tec_f_15,adm_f_15,total_f_15,ob_f_16,tec_f_16,adm_f_16,total_f_16
DOM-MIN,Los Minas,,,2000.0,2009.0,public,57.0,1.0,2223428.0,2463428.0,2694942.2,2694942.0,549949.0,1300000.0,1310000.0,290000.0,310000.0,310000,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,5.0,5.0,0.0,3.0,3.0,6.0,2.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOM-MOC,Moca  ,19.39023321,-70.5372859,1989.0,0.0,public,58.0,1.0,20417613.51,22788310.31,23064181.66,19375638.58,21035018.44,15318517.88,18295503.41,11104546.94,12960052.24,12862324.05,21420726.14,19610193.8,9765436.56,9242927.02,12577321.8,11770957.9,17494945.85,15685783.0,0.0,41711918.98,3093.0,89.0,129.0,3311.0,2495.0,117.0,52.0,2664.0,2609.0,146.0,51.0,2806.0,2278.0,199.0,52.0,2529.0,2416.0,205.0,60.0,2681.0,1546.0,122.0,39.0,1707.0,1475.0,98.0,52.0,1625.0,583.0,27.0,21.0,631.0,542.0,16.0,23.0,581.0,446.0,15.0,43.0,504.0,788.0,14.0,25.0,827.0,683.0,8.0,78.0,769.0,771.0,44.0,34.0,849.0,563.0,24.0,36.0,623.0,654.0,19.0,37.0,710.0,1018.0,26.0,35.0,1079.0
DOM-MOI,Montecristi ,,,2001.0,2005.0,public,59.0,1.0,0.0,1400000.0,727777.0,200000.0,1000000.0,600000.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,10.0,13.0,1.0,2.0,16.0,71.0,9.0,6.0,86.0,75.0,5.0,5.0,85.0,54.0,4.0,2.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOM-MUL,Multimodal Caucedo ,18.42636819,-69.63506753,2002.0,0.0,private,60.0,1.0,0.0,0.0,1103830.66,1211975.0,98458000.0,8818000.0,10050000.0,10050000.0,15925000.0,15815800,16115800.0,20499000,20435709.36,20842858.13,20844020.9,10264020.9,10459806.19,11406052.5,0.0,25461108.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,12.0,0.0,1.0,11.0,12.0,6.0,2.0,35.0,43.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,4.0
DOM-MUT,Multiparques S.A,18.40888469,-70.03948595,2007.0,0.0,private,61.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17400000.0,17400000.0,17900000,17900000.0,18250000,18250000.0,18405634.0,18681840.1,18681840.1,18776756.54,19482572.0,0.0,44037319.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,40.0,47.0,5.0,2.0,48.0,55.0,5.0,2.0,48.0,55.0,5.0,2.0,47.0,54.0,5.0,2.0,43.0,50.0,5.0,2.0,49.0,56.0,5.0,2.0,57.0,64.0,42.0,13.0,54.0,109.0,6.0,6.0,40.0,52.0
DOM-NAV,Navarrete ,19.56817155,-70.87355309,1996.0,0.0,private,62.0,1.0,2364156.0,5700000.0,5604925.0,6707000.0,5890000.0,3000000.0,3050000.0,3000000.0,3300000.0,4050000,3665907.2,3179000,1000000.0,2969340.0,2974785,2963405,9649330.0,11101805.8,0.0,48914163.35,756.0,24.0,12.0,792.0,389.0,5.0,2.0,396.0,485.0,6.0,4.0,495.0,659.0,4.0,1.0,664.0,1004.0,27.0,3.0,1034.0,770.0,82.0,38.0,890.0,668.0,80.0,35.0,783.0,398.0,15.0,9.0,422.0,391.0,3.0,7.0,401.0,376.0,8.0,6.0,390.0,331.0,6.0,6.0,343.0,476.0,15.0,10.0,501.0,484.0,17.0,7.0,508.0,452.0,32.0,24.0,508.0,523.0,46.0,33.0,602.0,746.0,74.0,46.0,866.0
DOM-NIG,Nigua ,18.39069362,-70.04615509,1989.0,0.0,private,63.0,1.0,40102872.35,42304221.0,48719440.0,45382984.0,49377353.6,61298975.2,64785080.84,95595446.6,64419418.85,65395527.47,60612832.47,65181742.5,64887479.8,68094863.96,68666906.5,78101109.8,84454679.9,85117028.6,0.0,44602073.48,1065.0,9.0,51.0,1125.0,1043.0,17.0,126.0,1186.0,942.0,23.0,99.0,1064.0,686.0,25.0,54.0,765.0,651.0,39.0,48.0,738.0,586.0,30.0,41.0,657.0,620.0,24.0,54.0,698.0,630.0,30.0,47.0,707.0,438.0,17.0,55.0,510.0,438.0,16.0,56.0,510.0,337.0,19.0,54.0,410.0,486.0,39.0,57.0,582.0,555.0,58.0,75.0,688.0,753.0,78.0,55.0,886.0,810.0,80.0,60.0,950.0,893.0,114.0,68.0,1075.0
DOM-NII,Nigua II,18.49893041,-69.79093729,2018.0,0.0,private,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1.0,15000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOM-NOR,Zona Franca Industrial del Norte,19.54010463,-70.79206329,2016.0,0.0,private,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,451139.59,732947.5,0.0,5545357.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
DOM-PAB,Palmar Abajo,,,1996.0,2008.0,private,66.0,1.0,6899833.0,0.0,0.0,0.0,100000.0,100000.0,100000.0,75000.0,100000.0,N/D,0.0,ND,0.0,0.0,ND,N/D,0.0,0.0,0.0,0.0,843.0,23.0,17.0,883.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,10.0,0.0,0.0,10.0,8.0,1.0,1.0,10.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,6.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOM-PAL,La Palma ,19.47951791,-70.59727463,2004.0,0.0,private,67.0,1.0,0.0,0.0,0.0,0.0,1000000.0,1214000.0,4164166.0,4556000.0,5836575.0,2483896.54,3424002.0,5359568,5833873.04,4224751.57,5393078.7,6212990.1,5417113.82,5267075.4,0.0,15134277.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,2.0,2.0,59.0,55.0,2.0,4.0,61.0,69.0,2.0,3.0,74.0,256.0,0.0,5.0,261.0,237.0,0.0,5.0,242.0,245.0,2.0,3.0,250.0,229.0,1.0,6.0,236.0,22.0,0.0,6.0,28.0,343.0,3.0,6.0,352.0,384.0,1.0,14.0,399.0,471.0,1.0,13.0,485.0,500.0,13.0,14.0,527.0
DOM-PAM,Palmarejo ,19.53965534,-70.79354494,1997.0,0.0,private,68.0,1.0,23426111.0,21816691.0,25313062.0,5976065.0,30828690.65,90639471.75,45223430.67,57949101.84,66846200.86,75855965.24,80389236.4,79196505.2,39204030.99,34233001.47,38544393.1,48741389.4,49619554.78,48623409.3,0.0,86022347.81,354.0,26.0,11.0,391.0,303.0,23.0,10.0,336.0,299.0,35.0,11.0,345.0,324.0,22.0,20.0,366.0,515.0,44.0,24.0,583.0,565.0,50.0,28.0,643.0,603.0,46.0,30.0,679.0,677.0,54.0,26.0,757.0,444.0,56.0,37.0,537.0,310.0,83.0,13.0,406.0,385.0,51.0,20.0,456.0,284.0,41.0,22.0,347.0,411.0,43.0,21.0,475.0,569.0,34.0,35.0,638.0,498.0,47.0,25.0,570.0,464.0,45.0,27.0,536.0
DOM-PED,Pedernales ,18.03212506,-71.7361763,1991.0,0.0,public,69.0,1.0,182000.0,182000.0,150000.0,266000.0,300000.0,300000.0,550000.0,600000.0,2050000.0,2050000,28000000.0,17000000,17000000.0,11500000.0,9000000,11829180.1,12000000.0,13750000.0,0.0,12000000.0,1.0,1.0,1.0,3.0,59.0,0.0,2.0,61.0,43.0,0.0,3.0,46.0,60.0,1.0,1.0,62.0,88.0,4.0,4.0,96.0,80.0,4.0,2.0,86.0,116.0,0.0,4.0,120.0,217.0,10.0,3.0,230.0,222.0,5.0,4.0,231.0,185.0,9.0,6.0,200.0,291.0,7.0,10.0,308.0,305.0,0.0,11.0,316.0,194.0,3.0,8.0,205.0,182.0,0.0,8.0,190.0,248.0,0.0,7.0,255.0,349.0,0.0,10.0,359.0
DOM-PER,PERLAV,18.52899686,-69.99851177,2010.0,0.0,private,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39308186.17,43123873,54986741.08,70975499.21,71677360.9,70122135.8,73831661.01,105462288.5,0.0,114371241.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,85.0,34.0,218.0,168.0,57.0,83.0,308.0,144.0,53.0,40.0,237.0,160.0,68.0,46.0,274.0,147.0,66.0,40.0,253.0,141.0,64.0,39.0,244.0
DOM-PEV,PEVISA,,,2004.0,2005.0,private,71.0,1.0,0.0,0.0,0.0,0.0,15000000.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,2.0,24.0,486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOM-PIS,Santiago-Navarrete (PISANO) ,19.50852054,-70.75994998,1993.0,0.0,private,72.0,1.0,24824949.0,29449717.0,31358261.0,34727911.99,51031152.32,51906663.2,291202879.9,292936282.9,46345306.82,34759834.05,39089445.76,38503009.9,44936043.66,55441461.3,61922862.3,84258181.2,103649145.3,104077258.9,0.0,105278147.3,888.0,43.0,68.0,999.0,692.0,51.0,82.0,825.0,1132.0,61.0,90.0,1283.0,1102.0,46.0,108.0,1256.0,1421.0,84.0,125.0,1630.0,1276.0,74.0,119.0,1469.0,1323.0,63.0,128.0,1514.0,1214.0,73.0,138.0,1425.0,1087.0,62.0,131.0,1280.0,947.0,54.0,105.0,1106.0,1192.0,17.0,113.0,1322.0,1399.0,75.0,121.0,1595.0,1522.0,90.0,128.0,1740.0,1744.0,122.0,169.0,2035.0,1906.0,106.0,176.0,2188.0,1875.0,95.0,184.0,2154.0
DOM-PON,Pontezuela,,,1997.0,2012.0,private,73.0,1.0,2463125.0,1760987.0,1567020.0,1078360.0,1165689.57,1219390.29,847381.58,0.0,0.0,0,0.0,3000000,2352350.0,0.0,0,0,0.0,0.0,0.0,0.0,23.0,13.0,1.0,37.0,49.0,4.0,0.0,53.0,81.0,5.0,0.0,86.0,46.0,4.0,1.0,51.0,38.0,8.0,0.0,46.0,47.0,11.0,1.0,59.0,58.0,4.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOM-PUE,Puerto Plata ,19.80291323,-70.72350803,1983.0,0.0,mix,74.0,1.0,7084891.3,7702847.0,7908010.0,6737670.0,7243739.7,5577664.02,3957960.35,3939774.0,3893221.55,4699014.8,2893421.81,4141555.4,6387900.94,8095878.26,8553756.2,12873522.6,13735084.78,12773110.8,0.0,9376993.83,1927.0,176.0,48.0,2151.0,1818.0,163.0,58.0,2039.0,1612.0,201.0,54.0,1867.0,1384.0,175.0,42.0,1601.0,1509.0,130.0,39.0,1678.0,915.0,99.0,20.0,1034.0,390.0,151.0,21.0,562.0,690.0,101.0,26.0,817.0,539.0,103.0,28.0,670.0,427.0,42.0,25.0,494.0,373.0,25.0,45.0,443.0,496.0,2.0,14.0,512.0,466.0,5.0,30.0,501.0,389.0,16.0,26.0,431.0,484.0,22.0,46.0,552.0,560.0,18.0,57.0,635.0
DOM-QUI,Quisqueya ,19.48858161,-70.65855914,2001.0,0.0,public,75.0,1.0,0.0,172030.0,800000.0,800000.0,200000.0,0.0,350000.0,500000.0,3350000.0,0,0.0,0,0.0,2119000.0,200000,225000,213750.0,2387506.6,0.0,2461179.34,0.0,0.0,0.0,0.0,3.0,1.0,1.0,5.0,12.0,1.0,2.0,15.0,5.0,2.0,2.0,9.0,5.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,11.0,1.0,4.0,16.0,10.0,2.0,2.0,14.0,183.0,9.0,6.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,7.0,136.0,137.0,0.0,6.0,143.0,111.0,0.0,5.0,116.0
DOM-RAF,Don Rafael ,,,2002.0,2004.0,private,76.0,1.0,0.0,0.0,2000000.0,95000.0,90000.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,2.0,5.0,87.0,65.0,2.0,3.0,70.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOM-RIE,Los Rieles,19.48858161,-70.65855914,2013.0,0.0,private,77.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,5676067.0,5600000,13000000,12147579.0,13785219.0,0.0,17500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.0,21.0,26.0,331.0,563.0,18.0,8.0,589.0,569.0,20.0,2.0,591.0
DOM-RII,La Romana II ,18.44349389,-68.97852859,1987.0,0.0,private,78.0,1.0,8380289.0,8748879.0,9024669.41,6396839.41,6113989.41,3964157.0,4690000.0,5483987.29,5014887.93,3984599.93,25974000.0,25939379.3,22007694.58,130033620.4,153641645.4,199692125.6,26320202.75,28177298.9,0.0,57458416.87,1597.0,83.0,31.0,1711.0,2041.0,198.0,30.0,2269.0,1664.0,127.0,35.0,1826.0,1758.0,186.0,11.0,1955.0,1926.0,154.0,20.0,2100.0,1437.0,24.0,18.0,1479.0,1116.0,15.0,16.0,1147.0,1018.0,17.0,13.0,1048.0,1024.0,17.0,6.0,1047.0,985.0,180.0,20.0,1185.0,1080.0,209.0,24.0,1313.0,1014.0,133.0,40.0,1187.0,1359.0,31.0,35.0,1425.0,1222.0,289.0,103.0,1614.0,1504.0,200.0,95.0,1799.0,1508.0,176.0,80.0,1764.0
DOM-RIO,Riosur ,18.5195064,-69.64306985,2017.0,0.0,private,79.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,956631.6,0.0,29076505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOM-ROB,Los Robles,,,2013.0,2015.0,private,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,16653346.41,5345716.1,5276188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,25.0,0.0,22.0,7.0,29.0,0.0,0.0,0.0,0.0
DOM-ROM,La Romana I ,18.41862181,-68.9476164,1969.0,0.0,private,81.0,1.0,45767112.0,45700466.0,30360202.0,2504.81,64475784.34,86871487.46,88924034.34,107540272.8,142417240.5,149027694.1,117961569.5,96090446.4,109348909.2,23976243.91,22350938.8,27487893.6,190093144.4,194745598.4,0.0,230324790.3,7915.0,518.0,184.0,8617.0,6587.0,431.0,171.0,7189.0,5035.0,190.0,115.0,5340.0,4827.0,356.0,108.0,5291.0,4803.0,198.0,102.0,5103.0,2476.0,56.0,84.0,2616.0,2894.0,77.0,105.0,3076.0,2700.0,55.0,97.0,2852.0,2682.0,56.0,102.0,2840.0,2473.0,43.0,105.0,2621.0,3012.0,49.0,107.0,3168.0,3150.0,61.0,108.0,3319.0,2950.0,82.0,101.0,3133.0,2926.0,71.0,121.0,3118.0,3066.0,87.0,146.0,3299.0,2922.0,136.0,155.0,3213.0
DOM-S12,Santiago ,19.47670339,-70.72489004,1974.0,0.0,mix,82.0,1.0,225923451.6,204519706.0,224106287.1,249613960.8,299285306.2,364876269.1,388270658.3,236055928.7,310274473.9,300025234.2,278022900.5,282651061.6,300309573.2,309542374.3,327431525,394255108.6,481804920.0,477759947.3,0.0,552219929.2,20499.0,1279.0,569.0,22347.0,17786.0,1625.0,610.0,20021.0,18297.0,1123.0,657.0,20077.0,20857.0,17572.0,1306.0,738.0,18994.0,1320.0,785.0,21099.0,14838.0,1388.0,644.0,16870.0,12664.0,1538.0,596.0,14798.0,8414.0,715.0,441.0,9570.0,7843.0,798.0,453.0,9094.0,6516.0,541.0,371.0,7428.0,6227.0,511.0,344.0,7082.0,6641.0,350.0,387.0,7378.0,7445.0,436.0,428.0,8309.0,7954.0,563.0,453.0,8970.0,8331.0,409.0,544.0,9284.0,7403.0,391.0,560.0,8354.0
DOM-SAG,Zona Franca Ind. SAG,19.43723474,-70.61735952,2012.0,0.0,private,83.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3200000.0,4000000.0,3875000,3675420.2,4726408.12,4625335.0,0.0,4321596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,6.0,4.0,129.0,151.0,7.0,12.0,170.0,71.0,2.0,8.0,81.0,91.0,2.0,8.0,101.0
DOM-SAL,Salcedo,,,1999.0,2012.0,public,84.0,1.0,600000.0,424000.0,108000.0,680000.0,1000000.0,1100000.0,800000.0,426870.0,1137281.22,1200000,350000.0,1000000,1000000.0,0.0,0,0,0.0,0.0,0.0,0.0,140.0,0.0,2.0,142.0,124.0,0.0,2.0,126.0,38.0,3.0,1.0,42.0,143.0,5.0,4.0,152.0,169.0,32.0,30.0,231.0,120.0,55.0,12.0,187.0,53.0,33.0,3.0,89.0,69.0,25.0,10.0,104.0,314.0,27.0,13.0,354.0,127.0,6.0,9.0,142.0,102.0,0.0,3.0,105.0,89.0,16.0,0.0,105.0,164.0,17.0,2.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOM-SEI,El Seibo ,18.76891317,-69.05392215,2000.0,0.0,public,85.0,1.0,0.0,1100000.0,1000000.0,1000000.0,1200000.0,1280000.0,380000.0,270000.0,485000.0,100000,180000.0,165428,350000.0,400000.0,500000,500000,750000.0,493125.0,0.0,250000.0,84.0,2.0,2.0,88.0,237.0,0.0,8.0,245.0,268.0,0.0,0.0,268.0,298.0,0.0,2.0,300.0,263.0,1.0,2.0,266.0,272.0,3.0,3.0,278.0,135.0,18.0,1.0,154.0,86.0,13.0,1.0,100.0,109.0,1.0,4.0,114.0,65.0,0.0,3.0,68.0,81.0,0.0,5.0,86.0,73.0,1.0,6.0,80.0,100.0,1.0,2.0,103.0,130.0,2.0,9.0,141.0,114.0,1.0,4.0,119.0,117.0,1.0,0.0,118.0
DOM-SLI,Parque Tecnologico de Santiago ,19.4462542,-70.639953,1993.0,0.0,private,86.0,1.0,5324144.0,5841036.0,5266436.0,5096523.67,5896089.89,6888061.78,5602682.06,6624658.03,8454945.33,8538773.87,7826394.28,6885414.8,4546693.8,9760616.35,6167959.6,7697014.1,8488603.96,9153904.0,0.0,11919603.94,440.0,9.0,18.0,467.0,429.0,25.0,21.0,475.0,252.0,12.0,24.0,288.0,160.0,9.0,26.0,195.0,236.0,23.0,26.0,285.0,206.0,17.0,41.0,264.0,34.0,4.0,18.0,56.0,17.0,6.0,9.0,32.0,56.0,1.0,17.0,74.0,82.0,2.0,7.0,91.0,63.0,3.0,9.0,75.0,85.0,5.0,9.0,99.0,87.0,5.0,10.0,102.0,83.0,3.0,9.0,95.0,66.0,1.0,10.0,77.0,73.0,1.0,13.0,87.0
DOM-SUN,Parque Industrial Zona Franca Sunsea,,,2016.0,2019.0,private,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,3000000.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,8.0
DOM-SUR,Zona Franca Ind. Del Sur,,,2014.0,0.0,private,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,34883.7,61550.4,58550.38,65550.0,0.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
DOM-TAL,Intercontinental ,18.56054395,-70.07035003,2015.0,0.0,private,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,146216,1050670.4,885653.4,0.0,1888567.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
DOM-TAM,Tamboril ,19.48142597,-70.63333181,1997.0,0.0,private,90.0,1.0,220900.0,1105421.0,1712597.0,2820734.09,2960950.0,2493256.3,5051256.3,11281686.0,19152530.4,25009980.96,25743439.15,31327567.4,34757363.57,119387204.2,119205726.2,135653985.1,135588673.2,183333158.0,0.0,157767270.6,14.0,0.0,1.0,15.0,69.0,8.0,2.0,79.0,48.0,14.0,3.0,65.0,265.0,19.0,25.0,309.0,221.0,13.0,21.0,255.0,150.0,32.0,27.0,209.0,160.0,17.0,39.0,216.0,315.0,1.0,11.0,327.0,681.0,6.0,30.0,717.0,602.0,2.0,20.0,624.0,394.0,23.0,22.0,439.0,1819.0,45.0,75.0,1939.0,2086.0,58.0,79.0,2223.0,2778.0,165.0,76.0,3019.0,2387.0,217.0,104.0,2708.0,2452.0,144.0,93.0,2689.0
