asdf_id,surface_pm25_annual_v5gl03.2015.mean,surface_pm25_annual_v5gl03.2016.mean,surface_pm25_annual_v5gl03.2019.mean,surface_pm25_annual_v5gl03.2018.mean,surface_pm25_annual_v5gl03.2014.mean,surface_pm25_annual_v5gl03.2008.mean,surface_pm25_annual_v5gl03.2002.mean,surface_pm25_annual_v5gl03.2009.mean,surface_pm25_annual_v5gl03.2007.mean,surface_pm25_annual_v5gl03.2000.mean,surface_pm25_annual_v5gl03.2006.mean,surface_pm25_annual_v5gl03.2013.mean,surface_pm25_annual_v5gl03.1998.mean,surface_pm25_annual_v5gl03.2012.mean,surface_pm25_annual_v5gl03.2004.mean,surface_pm25_annual_v5gl03.2005.mean,surface_pm25_annual_v5gl03.2011.mean,surface_pm25_annual_v5gl03.1999.mean,surface_pm25_annual_v5gl03.2010.mean,surface_pm25_annual_v5gl03.2003.mean,surface_pm25_annual_v5gl03.2017.mean,surface_pm25_annual_v5gl03.2021.mean,surface_pm25_annual_v5gl03.2001.mean,surface_pm25_annual_v5gl03.2020.mean,Level,gqid,id,shapeGroup,shapeID,shapeName,shapeType
33,10.774876175180745,10.19414652122484,10.135538790268994,11.291578479739153,10.51969601419618,9.524950790499172,11.359763723528037,9.403521428376802,11.304013037410186,10.536110798699728,10.87889494530504,9.691731636085372,11.368839093813113,9.895279665496645,9.602033682476243,12.359594248214865,9.83049708388406,10.343121890993112,10.841580335961408,12.08954727027317,11.534942379166594,11.108706561859618,11.27313476949753,10.430711829663688,ADM2,33,33,DOM,DOM-ADM2-62336421B46473536,Dajabón,ADM2
34,15.133583648641316,15.057825937258137,13.710572535472927,14.84604356263138,14.83768696484726,12.726998237016984,14.566958166773372,12.458809490713728,13.755557230450673,12.17368880123601,13.2950681915275,14.27346417767031,10.69718076990706,13.535136341087687,12.499272149985142,13.74909909255806,13.579935169441844,10.472962417764467,14.194186127325446,14.897467607818507,15.613560831452492,14.738743005679485,14.151375442691556,14.082717684017384,ADM2,34,34,DOM,DOM-ADM2-62336421B618112,Los Cacaos,ADM2
35,14.51265244705741,13.925132010926566,13.264003828717673,14.00384975426004,13.730617921845706,12.610203090972174,14.534195961439735,12.080419373864238,13.149122521355595,13.67277590364703,13.452880995331121,13.621866943506875,11.240505928377242,12.941785149980943,12.423178660441653,13.016585434072553,13.367550700948529,11.680369315983976,14.135240712255152,14.581658295587019,14.969445691686413,14.649664508797782,13.364715553153205,13.757290149270714,ADM2,35,35,DOM,DOM-ADM2-62336421B67134057,El Peñón,ADM2
36,14.341030588736754,15.144972552073217,14.12861665906234,15.229587599643557,14.335945785002481,12.495856457309252,15.462273619629876,12.455917704661642,14.366260034475992,13.206995251340032,13.75153503665742,13.55647810287491,10.958819685214115,12.880027723670388,13.050710055470287,15.472185572493974,12.911185648196874,10.50987674869085,14.28094995573096,15.695355567050422,16.170298248198755,15.116600999339688,16.002253823904006,14.23203965557275,ADM2,36,36,DOM,DOM-ADM2-62336421B12424065,Fantino,ADM2
37,10.501959231166863,10.246190976529167,10.333126671850888,10.829279430872095,10.158557267029083,9.036581625009015,11.029264586988694,8.911814790409036,11.36939009280655,11.17645254354064,10.504091742085645,9.468459610407644,11.633843596720128,9.692436198892953,9.137507853247826,12.077811115964955,9.340732069360202,10.720912471865983,10.808572801637784,11.774467841411646,11.057342552205222,10.326494769172497,11.167696575959429,9.329824122885228,ADM2,37,37,DOM,DOM-ADM2-62336421B71651036,Guananico,ADM2
38,10.75632029562291,10.960790046570343,11.224053142954288,11.490456259387441,10.320716250798863,9.318400671309552,11.795585729976276,9.117274578931887,11.505906206906534,10.539174664009701,10.989299323277267,9.565897664446918,8.78775549463049,9.65592563174503,9.551924079104541,11.043349111492605,8.948935296710792,9.0278135323728,10.718620890102295,11.838871794881554,11.638601120337663,11.213002610921443,12.00775636382815,10.531967767904534,ADM2,38,38,DOM,DOM-ADM2-62336421B71472193,Hato Mayor,ADM2
39,11.621397848007378,11.621262240315893,11.438728872791275,11.963323112789725,11.307061109182474,10.059012654541338,12.43470855495619,9.801132509263134,12.295373222089697,11.55844350757964,11.506186828689176,10.482476662639012,11.322551951380555,10.606524914631038,10.177001206716794,13.211881356439275,10.504799244043765,10.345994074319405,12.048589381760104,13.078569254608107,12.85542967131832,11.478653787059105,13.048220513974345,10.826206977854243,ADM2,39,39,DOM,DOM-ADM2-62336421B7563156,Tamboril,ADM2
40,7.911863777256396,7.822018450618493,8.52226607483753,8.715816082113301,7.602221606962061,6.972904663959025,9.25925081690287,7.031773825131277,8.986424210477534,9.438146853220072,8.812683820507223,6.840340672949144,8.91774942425302,7.5767112997140025,7.427670692464229,8.651474786240378,6.72938980726561,10.127811905092722,8.436883986471676,9.371603915638357,8.654625691741414,8.242060946061533,9.756989427277853,7.680792656377576,ADM2,40,40,DOM,DOM-ADM2-62336421B22801617,Miches,ADM2
41,12.377991262984228,12.707478998080493,12.410572509679083,12.878752056102186,11.96372866225956,10.838680873247318,12.874492129919737,10.685264621293612,12.851053219726953,10.87192078985735,12.038954360683965,11.19748371370244,9.587495253173874,10.839485489027451,10.490385892149655,12.236242336336662,10.450291304027196,9.292672713562235,12.28508454105199,13.160679407514499,13.242534439596442,12.814319741832854,13.147429130460155,11.85475990023387,ADM2,41,41,DOM,DOM-ADM2-62336421B83921061,Monte Plata,ADM2
42,13.13348737482219,12.118646596179074,11.655678820768834,12.200287029349541,11.81298901935825,10.818671572007219,11.938405361851894,10.152586600278886,11.32539297094872,12.239227651814259,11.675217369425555,11.63448507744625,11.625812467749078,11.267238751901225,10.439967004853955,11.227333096628163,10.981587565760485,12.45610856100699,11.852035466297606,12.28185639949627,12.65326630434279,12.935199117689386,11.63995421664143,11.567051490940768,ADM2,42,42,DOM,DOM-ADM2-62336421B71031867,Oviedo,ADM2
43,13.226048072819431,13.155075037550276,11.830769245562783,13.038498311041357,12.981220226410324,12.24353024830109,12.875120332907263,11.858804354151008,12.791684565424537,11.059560915036736,12.663141142277402,13.015404939427077,10.040915234013724,13.230353016517874,11.672078011973632,14.3331226104256,13.311486880889523,9.72186827682739,14.376977799194188,14.112280775801299,13.714770692114746,13.669302626656071,12.148263582149529,14.009334073572683,ADM2,43,43,DOM,DOM-ADM2-62336421B38565369,El Llano,ADM2
44,10.183719614236912,10.36336395519572,10.712214164810309,11.121134722136082,9.964380028946158,9.2108590771887,11.682663583183558,9.415329037138696,11.152505666687968,10.610759219986322,10.73928965342366,9.425936725868862,9.027317917276813,9.804645507982018,9.190501532526255,10.78618453584305,9.171987781653662,10.297153223356439,11.140993589027145,11.417717301737094,11.386041406619341,11.012825368474271,11.783436538509068,10.124361410423317,ADM2,44,44,DOM,DOM-ADM2-62336421B83331563,Guaymate,ADM2
45,10.256749108662795,9.88978864525355,10.070433830720832,10.488480861452953,10.056106243486015,8.913511153903213,10.92746800381187,8.936290401996414,11.268417838796651,11.316509946721439,10.378716627352459,9.370091343316801,11.903375682664187,9.736569583839396,9.077499685526028,11.930114023666375,9.305254046588036,10.973331740969394,10.725550056199504,11.653289175929032,10.555437920451748,10.037749782342797,11.089678981716117,9.050487153040672,ADM2,45,45,DOM,DOM-ADM2-62336421B97636919,Los Hidalgos,ADM2
46,15.515970903393773,16.255731950634456,15.407470765997974,16.420562892286867,15.53100538692907,13.802115284372142,16.299127512260018,13.555438410474432,15.172570356798015,13.513801352100707,14.5211799590534,14.838322403031793,10.990169324754232,14.000523542962103,13.723247865298525,15.743426856552952,14.199353317826231,10.467829034734635,15.376622143803488,16.258688674844212,17.50233491521713,16.63277952860401,16.727413071092684,15.515001599474274,ADM2,46,46,DOM,DOM-ADM2-62336421B48034223,Maimón,ADM2
47,15.268648315314865,14.367795652530162,13.662223610229344,14.33735330089134,14.137688438974903,13.199591637517878,14.418063416169762,12.510814247902978,13.735743407777077,13.166496738489432,14.045477287999462,14.153452628516785,9.957024418062543,13.4369091735252,12.615567675777637,13.753359808426252,13.765800002003388,9.974170087690831,14.66119416447098,14.693938445882054,15.378693584098803,15.376647395296487,13.452864867838851,14.880583007144315,ADM2,47,47,DOM,DOM-ADM2-62336421B24482481,Mella,ADM2
48,11.470832709296527,11.641571919718668,10.957134262110614,12.487181189153388,11.490652901570808,10.44853241118558,12.096620329312117,10.03824208450059,12.243685502321686,10.595828597034467,11.744995710446437,10.783987476044905,10.61702372358622,11.156309385665214,10.484144521214224,14.737660052025543,11.279427198775242,9.925544132469254,12.23490628974533,13.148705085637069,12.863421003704929,12.217558028891384,12.12203871649191,11.818637638290983,ADM2,48,48,DOM,DOM-ADM2-62336421B3277749,Monción,ADM2
49,10.950529048280574,10.126031045377617,10.676808051478332,11.299381708939206,10.639491409996111,9.365655507092342,12.181779401752157,9.389880438445385,11.622742285031983,12.0167074124919,10.860586557777692,9.681543003335197,13.630346802269251,9.878077215486137,9.625466118859944,12.020522258216644,9.521943482158731,13.090659138317502,10.579784334080639,12.581795408782057,11.350311734727596,11.10224340494494,12.094885304943316,10.016650529308658,ADM2,49,49,DOM,DOM-ADM2-62336421B67264769,Monte Cristi,ADM2
50,16.2898677170156,15.682103928912417,14.934284904137462,15.824964011530318,15.21136456473718,13.887753321419417,15.354129434339512,13.433559225770459,14.490416012569955,13.570582867509797,14.463202425363823,15.249549970939157,10.056625530798549,14.481905657984228,13.586177643765067,14.978415760047762,15.059940895471582,9.864447059078227,15.582896948629012,15.641547358983605,16.908000219046272,16.75092947045114,14.306798467055781,16.821759665350154,ADM2,50,50,DOM,DOM-ADM2-62336421B31478267,Neiba,ADM2
51,10.617185158007063,10.852277268102869,10.739149764451986,11.114953347643484,10.252656226671746,9.209151248361707,11.440548185332537,8.991549484609049,11.469943752457075,10.845353036265927,10.619790738230424,9.491239414162841,9.12499033996062,9.318272214975645,9.04778603534436,11.0130416737796,8.782168461208634,8.507572581728112,10.67126544950357,11.67677382419659,11.452441627967238,10.859080356248356,12.073594149505537,9.969500459159555,ADM2,51,51,DOM,DOM-ADM2-62336421B67620032,Sabana Grande De Boyá,ADM2
52,15.99269200876232,16.30460136454164,15.02531163571744,16.065264400016005,15.53385928936234,13.938224997521889,14.923506046082652,13.412432276980818,14.284855899131172,12.825905342057059,14.058895995708582,15.077419470026262,10.983838445911166,14.590648557692996,13.543009934705353,15.587708940336352,15.195935456376366,10.520326525193965,15.473462399413547,15.586007919853152,17.04327627173356,16.99698879328112,14.309460219333182,16.852214319597998,ADM2,52,52,DOM,DOM-ADM2-62336421B31312192,Las Yayas De Viajama,ADM2
53,13.133530740872365,13.318792779209765,12.881263150969579,13.668771042418692,12.769013845090166,11.242351406165422,13.465177264490565,10.943265682927713,13.42399220723781,11.994276019729153,12.640796665659739,11.89326419888102,11.393390248669204,11.938496594429857,11.335947533497144,14.535187680261807,11.89922393842864,10.425338538186018,13.215784693690395,14.09862383955078,14.70525617614768,13.391066935682096,14.089906562082664,12.712607688216059,ADM2,53,53,DOM,DOM-ADM2-62336421B48449332,Licey Al Medio,ADM2
54,12.612166006409026,13.23906409194866,12.86225141545106,13.707984355088634,12.50877474057941,11.12875396875903,14.466947439275325,11.03633664588784,13.62960110411446,13.131474475970892,12.802156208368963,11.766741437097616,10.465915890171757,11.370165044805178,11.698027596482069,14.098045819069148,11.21858701245344,9.885226256201973,12.966082864523834,14.67440907529014,14.211991232940974,13.338825523095823,15.063477711493235,12.378477433455394,ADM2,54,54,DOM,DOM-ADM2-62336421B3088937,Las Guáranas,ADM2
