asdf_id,surface_pm25_annual_v5gl03.2015.mean,surface_pm25_annual_v5gl03.2016.mean,surface_pm25_annual_v5gl03.2019.mean,surface_pm25_annual_v5gl03.2018.mean,surface_pm25_annual_v5gl03.2014.mean,surface_pm25_annual_v5gl03.2008.mean,surface_pm25_annual_v5gl03.2002.mean,surface_pm25_annual_v5gl03.2009.mean,surface_pm25_annual_v5gl03.2007.mean,surface_pm25_annual_v5gl03.2000.mean,surface_pm25_annual_v5gl03.2006.mean,surface_pm25_annual_v5gl03.2013.mean,surface_pm25_annual_v5gl03.1998.mean,surface_pm25_annual_v5gl03.2012.mean,surface_pm25_annual_v5gl03.2004.mean,surface_pm25_annual_v5gl03.2005.mean,surface_pm25_annual_v5gl03.2011.mean,surface_pm25_annual_v5gl03.1999.mean,surface_pm25_annual_v5gl03.2010.mean,surface_pm25_annual_v5gl03.2003.mean,surface_pm25_annual_v5gl03.2017.mean,surface_pm25_annual_v5gl03.2021.mean,surface_pm25_annual_v5gl03.2001.mean,surface_pm25_annual_v5gl03.2020.mean,Level,gqid,id,shapeGroup,shapeID,shapeName,shapeType
130,10.785659243664302,10.404698549605417,10.015858406642677,11.367259166337002,10.714052002628646,9.63925210885213,11.208919660102206,9.424479051992105,11.37434381251201,10.133665920778396,11.024619118599526,9.8415126403768,10.541970308675904,10.127199895669625,9.679120824161313,13.0154210540921,10.094372293286177,9.759373235789,11.12427971744453,12.078371779372251,11.612898810456159,10.927520362052507,11.108656450373164,10.464306001429499,ADM2,130,130,DOM,DOM-ADM2-62336421B98396561,Partido,ADM2
131,14.044041782107174,14.024702276300092,12.835335505851413,14.396830150960515,14.076852154053853,12.549529821382826,12.937501201718636,12.014254235733961,13.327402684602381,10.570889637430417,12.999537129046569,13.315249283608246,9.934049186195876,13.24449787174063,12.038264614160758,15.742148039934955,13.602440010485093,9.67480169980792,14.264229454123798,14.643883218726321,15.072948201879472,14.383442851223345,12.357221722635407,14.598674919461462,ADM2,131,131,DOM,DOM-ADM2-62336421B52873509,Pedro Santana,ADM2
132,14.512436666786252,13.534868275428636,12.626503082514452,13.299734177269478,13.344919374399373,12.525238642055939,13.637415865167782,11.849501304495185,13.045853104985683,12.212463980105714,13.18819346327941,13.331146121281249,9.786232791353003,12.582606640758021,11.81521815795686,12.911588918308334,12.894026264912743,9.640093783888645,14.046036866813846,14.18138314085967,14.269869177369166,14.114068423282664,12.798811938636327,14.115515584265362,ADM2,132,132,DOM,DOM-ADM2-62336421B63250124,Duvergé,ADM2
133,13.559742394327253,13.40442046560341,12.317738295786278,13.49983733915686,13.008760634660447,11.885824620350519,13.580429958668716,11.28744832979345,12.453899175079284,12.691298779675195,12.413087125708598,12.512794223044738,11.89910365101031,12.285966628473844,11.617245010524101,12.550818692786667,12.43013522154332,12.002711799636929,13.319235793311881,14.11433452920084,14.036759861316483,13.94949351425956,12.85518948236661,13.134352121583582,ADM2,133,133,DOM,DOM-ADM2-62336421B77441659,Sabana Yegua,ADM2
134,7.218533194640384,7.008859369530405,7.843887928740939,8.087125890485087,6.8397018616925775,6.445414971794875,8.781869365924676,6.3801560747857025,8.444761338219294,9.141524607669618,8.184785498319707,6.314123786872759,9.059814416918401,6.981938341812942,7.154212928480421,8.216459520488774,6.208407627886476,9.606495972039387,7.89676018399972,9.084926143082473,7.7565220783585795,7.419298624261006,8.763966400996482,6.941025609856204,ADM2,134,134,DOM,DOM-ADM2-62336421B87747262,Samaná,ADM2
135,14.984747901046084,15.18289691023697,14.707664461918728,15.349482208728803,14.480977633542764,13.017189088203905,15.637905910472362,12.816656463636376,14.609550291709917,12.83822752791265,14.488431174229422,13.932006038133524,12.113687115605403,13.277651736181204,12.90433580683798,14.031149671616893,12.922418846618886,12.399091332017758,14.495704193909612,15.185672234813882,15.975205259222333,15.322305380554294,14.646634041441995,14.176737268639272,ADM2,135,135,DOM,DOM-ADM2-62336421B36576591,Los Alcarrizos,ADM2
136,12.769593368221738,12.900026857954591,12.262201825227232,13.309837549645048,12.276463795726388,11.12018089026243,12.607603709001209,10.678653094509892,11.99919331602124,11.729072389263958,12.077246038300991,11.73829003305415,11.994928004482192,11.569574341494356,10.859816097381449,11.683301958432038,11.102486341329454,12.575453046505894,12.231244556557487,12.679156261633995,13.494102166990944,13.088989298952981,11.691712158976262,11.792124222814541,ADM2,136,136,DOM,DOM-ADM2-62336421B17006045,Nizao,ADM2
137,12.687835688645874,12.019993305898284,11.196040413275385,11.84766833365195,11.902005081094018,10.831309662898336,11.301253802352484,10.213689364642244,11.224671920905953,11.164755549557258,11.568113288383444,11.760254709349146,10.346612544363769,10.77866567452254,10.049279269085154,10.834916688015015,10.999391089215882,10.690395849372813,12.051683628957957,12.337317773292588,12.884013295519692,12.372472510627798,10.947786619065207,11.584816246645785,ADM2,137,137,DOM,DOM-ADM2-62336421B7611430,Polo,ADM2
138,11.153543158660057,11.179810208181424,11.378542707113676,11.886642561413323,10.80268440710226,10.203083240488176,12.97038194862577,9.915682328425305,11.962611426454503,11.921139460127756,11.903138660730361,10.309413105161257,11.014286453304425,10.414167380721457,10.50516705293833,11.660294863562806,10.019230462770489,11.578630484303725,11.565664835312313,12.667051827588987,11.923797170100583,11.512389038977672,12.519389187352838,10.609728204206071,ADM2,138,138,DOM,DOM-ADM2-62336421B86885118,Quisqueya,ADM2
139,13.97351753119953,13.943081433168937,12.635274548900478,13.891670570686982,14.043759551084948,12.773930198378388,13.262506904001214,12.458048536223522,13.302356499249138,11.412282987581484,13.211141779332408,13.833094894786376,10.765103344787814,13.929773829366797,12.473383959314768,15.888619222379962,14.111384571760974,11.029487174082243,14.918316612173584,14.791279197995646,14.959482125390773,14.563636328208556,12.78831422849465,14.890134337214429,ADM2,139,139,DOM,DOM-ADM2-62336421B61942165,Bánica,ADM2
140,13.352161174938832,13.994014881092792,13.13022257144766,14.018310797930209,13.183706125299581,11.707579946260884,14.623170719287025,11.510668698803919,13.620024536683012,12.640303505179757,12.89913253442799,12.504521220145197,10.179305184198506,11.81603389880107,11.806968904375966,13.787967431304175,11.650785947873693,9.884372011179742,13.414795518845585,14.60190463487835,14.818443317936536,13.952549755963569,15.159543385252944,12.911053754226176,ADM2,140,140,DOM,DOM-ADM2-62336421B31758030,Cotuí,ADM2
141,12.648500873524723,12.794210411993888,12.762355839172784,13.430839396642329,12.191362086959561,11.380464039381756,13.360608369845579,11.049671442264023,13.066019163446914,11.942285481614073,12.797217013914281,11.602577275948235,11.082147680129001,11.395467292733326,11.077038608987436,12.504573962636442,11.067619809643151,11.379932473990484,12.69400309741353,13.442334656570884,13.517247944836182,12.905719835415818,12.839681114336921,11.738586337119708,ADM2,141,141,DOM,DOM-ADM2-62336421B17742837,San Antonio De Guerra,ADM2
142,14.164212104472343,14.283329545835741,13.766877072704395,14.501529185434508,13.647560400545714,12.001648336281866,14.485165031169746,11.70577159301563,13.313087461828363,12.145322709564102,13.178091238582816,13.221082977383508,11.828933937138306,12.457247918968685,12.150671020900358,12.95174579403184,12.343693666291433,12.238251260142993,13.492987121491613,14.354717098986121,15.238138774851276,14.411111600688061,13.426318714991005,13.272699131474328,ADM2,142,142,DOM,DOM-ADM2-62336421B88875319,San Cristóbal,ADM2
143,12.0637463313658,11.825807297614642,11.2154943300166,12.76050632103398,11.883315289523694,10.723864702793955,12.431872948424031,10.49075259630995,12.392603707477074,10.39888853790777,11.92767424474201,11.166579621661576,10.284531843188619,11.440897935908488,10.845548666593372,14.45809718617109,11.437571586408739,9.68154494923696,12.321203522280301,13.439535416972063,13.12815402405601,12.613265371160109,12.045520559485212,12.23504044231559,ADM2,143,143,DOM,DOM-ADM2-62336421B70674137,El Pino,ADM2
144,15.205476142942791,15.156671159392774,14.256842536166607,15.06070908068658,14.64972686437401,12.711119333014453,15.068211103997472,12.296309360943372,13.776090553067688,12.962169540644016,13.536031747304557,14.251182558592536,12.053083833075254,13.327405399055387,12.78620825682658,13.552516012776792,13.334025582209488,12.241898198020657,14.009279963240946,14.978611465539421,15.944085516787938,14.894594909744571,14.299689757971114,13.713775193324091,ADM2,144,144,DOM,DOM-ADM2-62336421B73807904,Cambita Garabitos,ADM2
145,16.004391946566123,15.38736360698782,14.578362613955285,15.515141269354372,14.824242625013289,13.67044184098461,15.155856164180339,13.290583791830468,14.299472675142813,13.014450124065137,14.339758171409517,15.073610514056806,9.737939758851319,14.495501461669916,13.375974032085567,14.914439758501555,14.882930560865894,9.448193277772916,15.52389735606728,15.583581986810062,16.356917161539744,16.29936019709611,14.155165929016686,16.556785876659294,ADM2,145,145,DOM,DOM-ADM2-62336421B61891131,Villa Jaragua,ADM2
146,10.831997330511403,10.801159351205824,11.037598365340516,11.447554170227365,10.565461531821372,9.48812223396155,12.042967234786937,9.503685731091558,11.28932215252706,10.813464523177823,11.117580223736955,10.069308587386406,9.930430157450429,10.119293730248176,9.681593031766553,10.968501165767616,9.599505411259544,11.026104892036077,11.34475261533727,11.691420101242036,11.570781307210472,10.932187075725274,11.859188364410704,10.178638631749452,ADM2,146,146,DOM,DOM-ADM2-62336421B69759529,Ramón Santana,ADM2
147,15.048712791204261,14.452647740705734,13.73198458822246,14.552792948641851,14.350374445922016,13.029127403256759,14.104805161525352,12.323444454056116,13.4272098193407,13.031658752380885,13.855357850437752,14.072276455343498,11.354836177252526,13.35123122342779,12.467319508435013,13.351159193605795,13.727341370113432,11.907071076741552,14.412412587603713,14.335239223381224,15.668174502698289,15.039251097186794,12.888452470331536,14.02867385452191,ADM2,147,147,DOM,DOM-ADM2-62336421B8788314,Fundación,ADM2
148,7.902689879841842,7.794577216392017,8.521657194720296,8.715730727308785,7.504098722478803,7.013824725999291,9.401762064333635,6.750334555089128,9.11527721287976,9.806779034873177,8.67488839365855,7.041379442954235,9.603829027752825,7.403534745199829,7.563944354844525,8.967960428423458,6.821681274516352,9.496845627827314,8.532287890803971,9.904958650056008,8.596784314830732,7.847898878911032,9.410624831097453,7.228747819961148,ADM2,148,148,DOM,DOM-ADM2-62336421B85341046,Cabrera,ADM2
149,13.187669036780141,12.508919502348657,11.657069876203597,12.293993750100183,12.365171138337061,11.393581768092083,12.830754576721608,10.726601440060277,12.056568938607711,12.507849787743439,12.531626711240323,12.401220217672986,10.923057462365035,11.530201622271303,11.133845123360363,12.01928089983917,11.823823319816242,11.33492242067054,12.679816111274405,13.411974352710262,13.268405514551462,13.00072214033074,12.083364248927834,12.136548423841012,ADM2,149,149,DOM,DOM-ADM2-62336421B43109836,Cabral,ADM2
150,9.146872484616951,9.217495587364114,9.537174420087542,9.822957312915738,8.796550100872997,7.848824608724245,9.681487356563613,7.838957941002704,10.201212733523926,9.450237978883235,9.509403544611521,8.031837051276256,8.686300173012265,8.311962622589316,7.964651554640508,9.631013827362947,7.524416696492553,8.505591182065288,9.253978509020236,10.297044976486852,9.778830723685642,9.480292467222627,10.409250120315585,8.76627622592863,ADM2,150,150,DOM,DOM-ADM2-62336421B45032400,El Valle,ADM2
151,13.013809397256379,12.10290727956223,11.47891651615623,12.04796565383305,11.964176385548509,10.829734042247463,11.629620715475802,10.197175655200878,11.189114790912816,11.4118715388074,11.771268868371179,11.832861316518263,10.495635283150284,11.147311635782808,10.256396518033922,11.15294001135417,11.0866579625601,11.163072459177014,11.963197728663207,12.275795602775034,12.849916791107695,12.673364560691024,11.196464550291491,11.518079011451881,ADM2,151,151,DOM,DOM-ADM2-62336421B29341244,Enriquillo,ADM2
152,11.902578482282687,11.920526164537801,11.569889374601289,12.352860589404012,11.544351817613023,10.324334455109957,12.40797244623716,9.884575463354269,12.508827801184633,11.323541393517802,11.753693944948575,10.62847470546891,11.292598050877293,10.851128842388386,10.33118484582859,13.742281263752817,10.777548931356089,10.379999352830554,12.157407635575545,13.061091587477696,13.253736991181082,11.950531888577045,12.92865306778667,11.326653671217173,ADM2,152,152,DOM,DOM-ADM2-62336421B20435459,Santiago,ADM2
153,13.328025712129614,13.646636766219272,12.396166823193006,13.547939961581909,13.074448950126515,11.518820843619103,13.880961791629282,10.96660350953508,13.373057862796449,11.941110925007255,12.581625303543412,12.307069427426454,11.58808324729441,12.46911482209292,11.674529248954554,14.88628203076504,12.595100258638274,10.975061148932552,13.465658133123895,14.671694514474579,14.793421951782188,13.495710565400604,14.582902543195647,12.971542016146005,ADM2,153,153,DOM,DOM-ADM2-62336421B40601852,Baitoa,ADM2
154,13.457636032132598,12.37849107955054,11.665134421471592,12.290914207771259,12.458957183541411,11.826534777636383,12.440551261557479,11.204742111214456,12.160508076246417,11.80981851508759,12.389349959726218,12.340261679603522,10.709278820636909,11.644534562630884,10.872841827334192,11.720756516701032,11.970768129269423,11.017990753737712,13.268431018430888,13.252174644585105,12.935043965595906,13.014127975538466,12.035997583537705,12.351374495671182,ADM2,154,154,DOM,DOM-ADM2-62336421B19983301,Pedernales,ADM2
155,14.974158870249017,14.605874845467818,14.695740184495781,14.911115622892773,13.75147732062838,12.94319326670865,13.42822957826536,12.39264400992618,13.798054894691692,13.834391625695472,13.570595442517126,13.017399594168616,13.659047132938252,13.562587650121348,12.400705887668357,13.248715444935781,13.173174764026857,14.921633219526118,14.011808673557447,13.282119538643899,15.153544511946485,16.104552017326593,13.161397149676091,14.267018849068355,ADM2,155,155,DOM,DOM-ADM2-62336421B72338099,Isla Beata,ADM2
156,9.988679320728002,10.04854141336444,10.594212733979932,10.990799390276953,9.775354418357086,8.947079928392826,11.108558337696586,9.249246251273673,10.728727231956265,10.23856389566512,10.455250942459259,9.324887316155788,9.28988462359542,9.601402742177761,8.96228015771116,10.465148936066663,9.041097681773033,10.645821173032116,10.896980911148338,10.939551638253409,11.0378477031526,10.662305388230621,10.990036129624148,9.735712410422892,ADM2,156,156,DOM,DOM-ADM2-62336421B10748634,La Romana,ADM2
157,7.539149027230759,7.592017982499659,8.354011930392303,8.67950995402075,7.245495692998483,6.466083887835922,8.029913367721237,6.466170817102362,7.688216894683907,8.638573285537053,7.651970301417421,6.9272650864050505,8.41276416579753,7.264450280676711,6.558078006522619,7.549561997755004,6.356606422844607,9.849665404926991,8.063531189960544,8.130988571558833,8.511994016298843,8.500987639827061,8.276617414357043,7.760632265589341,ADM2,157,157,DOM,DOM-ADM2-62336421B42885380,Isla Saona,ADM2
158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ADM2,158,158,DOM,DOM-ADM2-62336421B10375685,Isla Catalina,ADM2
159,13.214206248838769,13.545611801869054,13.146338465350114,13.856681646956565,12.781431765001944,11.778662864939465,13.987800767343506,11.431647538983073,13.34513362504745,11.964492966185595,13.174947397956764,12.262382781280513,11.418689084527905,11.891643729011033,11.652931772485761,12.902547158404126,11.572905262912698,11.802003218386236,13.09283871223914,14.05712710911013,14.01960775428205,13.448385129376193,13.252417839000351,12.345215947010846,ADM2,159,159,DOM,DOM-ADM2-62336421B32197612,San Luis,ADM2
160,11.998986818781226,12.17755766723899,11.981708036083983,12.593808106254333,11.660888238533484,10.359802751340398,12.912713397449826,10.094930185981152,12.632479680780246,12.005867980360032,11.869605129943595,10.791912105540556,11.286211726691201,10.803313572816817,10.510469756719283,13.443238738691658,10.681156638586712,10.351257404540421,12.269790812550411,13.513867420221686,13.407423286042567,11.942431011912939,13.488978064379195,11.277636545488182,ADM2,160,160,DOM,DOM-ADM2-62336421B94417177,San Victor,ADM2
161,12.86571449986754,12.923025643093919,12.069534533657121,13.132955960879237,12.226562309954287,11.218694878585298,12.631853852316272,10.570830707389153,11.928817345061823,12.157898785838192,12.121920476998454,11.934528847136498,12.288836306409378,11.514808727584512,10.91110178388538,11.768920999678228,11.119117425268128,12.866489966537932,12.179378868918297,12.991580668233492,13.374601844905376,13.152319781010776,11.973001972726673,11.781234521460561,ADM2,161,161,DOM,DOM-ADM2-62336421B26924656,Matanzas,ADM2
