code,park_2000,ele00,tss00,inf00,wat00,com00,ele01,tss01,inf01,wat01,com01,ele02,tss02,inf02,wat02,com02,ele03,tss03,inf03,wat03,com03,ele04,tss04,inf04,wat04,com04,ele05,tss05,inf05,wat05,com05,ele06,tss06,inf06,wat06,com06,ele07,tss07,inf07,wat07,com07,ele08,tss08,inf08,wat08,com08,ele09,tss09,inf09,wat09,com09,ele10,tss10,inf10,wat10,com10,ele11,tss11,inf11,wat11,com11,ele12,tss12,inf12,wat12,com12,ele13,tss13,inf13,wat13,com13,ele14,tss14,inf14,wat14,com14,ele15,tss15,inf15,wat15,com15,ele16,tss16,inf16,wat16,com16,ele17,tss17,inf17,wat17,com17,ele18,tss18,inf18,wat18,com18,ele19,tss19,inf19,wat19,com19
DOM-RAF,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312000.0,74400.0,0.0,0.0,80000.0,440563.24,73915.1,11715.0,177743.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOM-RIE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460540.0,5314568.24,43402.0,28526.0,141869.0,3300000.0,7048963.64,265524.0,46700.0,210600.0,3006028.0,15736526.38,206942.0,0.0,45345.0,3250.88,20273.39,877.47,65.8,1318.75,3355923.0,24912676.83,891852.0,71985.0,1124274,0.0,0.0,0.0,0.0,0.0,1532363.42,32467714.63,1127723.0,820000.0,3640000.0
DOM-RII,LaRomanaII,5968526.43,8757437.13,0.0,243825.0,0.0,8627763.89,3962954.44,624279.65,412804.0,0.0,9879146.43,6543808.04,905626.23,589821.0,0.0,18782739.25,5243133.34,954827.0,757346.5,506756.0,33819992.38,3524698.92,1168742.04,455013.0,1576320.37,27622215.09,5316982.53,502878.0,92423.0,5699148.97,22992789.55,3728105.88,313874.0,393916.0,4728283.61,23672777.38,14539918.06,1127332.21,601015.8,6003856.2,29393353.81,26239897.7,1047717.28,425722.0,4594818.87,20976522.34,25443329.64,1451575.72,565579.0,4638795.01,21025814.36,40249767.5,1353359.0,1032350.0,6025982.27,26507466.38,43656665.89,1884397.0,512386.0,6198840.74,35256865.8,46456377.23,2221527.0,567804.0,6473887.03,54959547.86,54641356.97,2904633.0,836635.0,5845460.58,58426062.04,67856585.87,3357378.96,1093525.0,8162700.77,60462198.91,84572883.03,3899395.0,1453006.0,8273410.3,79362.75,88232.78,5151.76,1578.83,10020.11,82150769.7,120344303.7,1740716.7,1784852.0,10557835.33,0.0,0.0,0.0,0.0,0.0,92589511.77,152164454.7,5446235.2,1741199.68,8928232.27
DOM-RIO,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244405.78,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,9000000.0,3737524.54,50000.0,8000.0,51680.0
DOM-ROB,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3337347.72,2564423.71,118396.36,194674.76,542691.84,2447215.71,2674956.41,126552.0,188823.98,529015.54,2242076.98,2677220.24,120914.4,203803.2,483486.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOM-ROM,LaRomanaI,38118402.65,33173329.0,5255715.34,1510160.0,0.0,49743540.42,33256452.12,3256054.0,1597092.15,0.0,33182058.49,23698701.49,2274663.55,1616332.75,0.0,47814816.03,25379912.02,2534539.02,2260398.7,3232831.04,74764835.34,17815676.7,3405629.58,1184616.42,4027088.78,28743520.15,8774893.62,3294138.37,584209.64,3607736.85,29174906.85,12584215.74,2703224.98,992612.24,3270986.63,27082637.86,29683401.14,2499426.1,788032.45,2589712.94,33532284.52,61850187.69,2729242.54,730458.8,3004730.52,27220317.22,48362444.22,3121031.46,1383983.0,3531332.78,28893398.31,76010121.76,3278119.18,863915.65,3221721.58,38452319.51,87869159.07,3456330.72,1117443.0,3122093.57,38473255.24,90844829.43,4133658.15,971957.19,2310621.26,65639346.42,118273570.9,5463234.0,1070666.0,4992213.38,90106211.87,114852182.7,7308210.71,848204.35,10748793.01,89889901.15,135021535.5,7541434.38,946506.25,8125120.12,85530.98,156109.18,7220.9,1521.43,14004.5,80938586.91,158546707.1,7755049.64,1600186.33,18421507.82,0.0,0.0,0.0,0.0,0.0,101461793.1,199115555.4,9444619.6,2517462.0,14967055.87
DOM-S12,SantiagoIyII,101656845.0,93401094.0,13441979.47,13636879.0,0.0,94383489.6,71771272.25,10063519.18,12194254.78,0.0,102560173.3,80801193.62,14482969.58,17540323.43,0.0,201119669.6,92329447.79,16520485.61,34218860.57,21591433.41,308988769.2,81698044.19,24149543.55,23892849.44,33352697.87,303091368.2,94397401.9,24579596.4,32493454.17,33365802.05,293768218.6,74116296.7,24586372.22,35329977.0,35722962.3,161897027.3,177824716.7,16283965.76,17583117.16,25846482.74,166163383.1,372308187.2,13158164.02,13718573.17,23194480.42,129867974.1,419989450.0,12134516.23,16174542.36,24463355.34,166844336.3,399145603.4,12982721.28,15411805.21,23907167.5,186080832.9,338004851.7,13756191.89,17049702.13,24975944.45,194981328.6,394171662.0,15151115.28,18209285.45,29898634.97,224571070.4,577291276.6,18653705.25,21814489.68,31120537.85,293475351.9,375618476.3,21115489.4,26372764.74,37451294.78,291582455.3,632323833.5,24732793.16,32558019.14,42307567.05,386730.67,527000.37,25948.89,32161.21,44071.28,389845544.2,661911531.8,28174433.54,29919563.44,44710518.61,0.0,0.0,0.0,0.0,0.0,451991691.8,731162174.4,40030098.37,42208374.64,88761257.93
DOM-SAG,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1904171.69,5977094.35,169376.0,67184.0,691475.94,3007786.0,7223336.71,335147.0,109114.0,833279.05,2404431.0,8837135.14,406436.0,178068.0,681447.0,2062396.65,5636840.71,263429.26,178492.17,708673.57,2062.4,7043.4,263.43,178.49,708.67,2006358.0,6216328.08,270774.0,180197.24,711191,0.0,0.0,0.0,0.0,0.0,1592498.9,6490971.05,280453.09,146828.0,839955.47
DOM-SAL,Salcedo,0.0,1140000.0,158152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,18953.85,0.0,0.0,253061.88,32140.0,165000.0,0.0,22164.0,340126.0,12140.0,363421.17,0.0,14150.0,222203.9,0.0,328295.12,0.0,3000.0,212340.0,0.0,68170.35,0.0,2000.0,92910.81,302763.0,3412252.37,614070.0,125238.0,318479.64,1080377.31,1085526.47,0.0,68099.0,1411819.06,1357346.85,1712247.67,0.0,0.0,72053.07,1608000.0,997244.97,56175.12,125000.0,108000.0,1742000.0,1156750.83,56175.12,170000.0,110000.0,0.0,170693.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOM-SEI,0,0.0,0.0,0.0,0.0,0.0,0.0,790246.0,79024.0,60000.0,0.0,0.0,480000.0,80000.0,36000.0,0.0,0.0,480000.0,80000.0,36000.0,51516.0,0.0,200000.0,85000.0,38450.0,95540.0,1059585.08,0.0,18547.0,58471.4,162826.17,0.0,497872.54,159505.21,0.0,439202.0,612457.0,135016.0,10458.0,20245.0,165365.25,785000.0,457382.55,50078.64,56493.0,181800.0,336000.0,598589.94,30000.0,22356.0,69600.0,540000.0,941028.41,30000.0,22344.0,66720.0,521478.0,1388704.73,23251.0,32002.0,68251.0,542318.0,1503183.87,53038.0,34344.0,77769.0,300000.0,1636707.65,12320.0,21724.0,13400.0,855805.0,1836406.72,85058.0,39802.0,93528.0,909547.0,2171268.1,107324.0,22344.0,138000.0,919.6,2750.05,102.37,32.84,146.28,693193.0,4393575.64,121656.73,40844.0,36000,0.0,0.0,0.0,0.0,0.0,600000.0,4487664.26,204000.0,21600.0,38693.0
DOM-SLI,Santiago-Licey,990083.26,754365.0,0.0,112392.83,0.0,1543339.11,1244326.49,226326.05,93684.86,0.0,2129339.17,1411553.4,220157.78,114952.3,0.0,1372721.6,333102.6,99751.2,59152.5,912937.19,7994044.26,831191.0,438906.89,167367.5,1613941.0,8818173.82,989251.42,751988.75,188442.23,1995157.97,3091175.19,115086.17,197569.86,117567.74,1769901.0,3788948.8,1888681.38,146439.83,110292.36,1449649.33,2823416.28,6305425.57,146174.29,143693.7,820269.95,4382922.63,5287273.28,217540.05,145396.5,843597.41,4969175.89,5915651.74,256937.0,122343.0,892153.21,4793079.86,6050267.9,246967.0,190269.0,812426.51,4358267.17,4505223.74,226855.0,169468.0,472843.03,7256028.88,6639110.01,267533.0,204585.0,546428.37,6436875.41,6846228.67,192579.24,199839.0,459926.77,6000754.68,7847364.7,356271.97,274253.0,568696.68,6945.19,9347.21,426.52,314.55,595.45,6236185.32,9374287.46,436335.35,353303.0,600551.18,0.0,0.0,0.0,0.0,0.0,7801574.38,13274803.06,669032.89,508044.58,903248.23
DOM-SUN,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982.33,1047.14,95.7,16.68,375.14,2238300.0,2018342.07,93631.2,77040.0,57912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOM-SUR,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76200.0,0.0,0.0,0.0,36000.0,83.0,0.0,0.0,0.0,36.0,76325.0,101580.6,0.0,0.0,34201,0.0,0.0,0.0,0.0,0.0,121775.75,569437.24,48886.03,33150.0,0.0
DOM-TAL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40132.19,3745.0,0.0,24508.98,1251.31,624.92,20.08,0.0,179.33,1495742.07,1475055.97,38053.0,0.0,171806.86,0.0,0.0,0.0,0.0,0.0,1344864.0,5499172.92,267436.0,100000.0,203403.38
DOM-TAM,Tamboril,4500.0,15230.0,0.0,0.0,0.0,1280000.0,315000.0,24000.0,6000.0,0.0,2366981.78,391718.5,32121.0,29500.0,0.0,4691649.35,359637.5,74234.54,525165.16,1135211.05,7464937.92,695833.11,283577.59,292089.01,2384349.3,10465287.93,1477759.33,440309.86,230730.0,1742157.93,12144439.26,980921.13,341408.41,281895.0,1729837.67,7647898.55,1767131.69,15015.0,125577.0,737265.01,10643103.24,32580057.42,901435.3,221300.0,907525.86,15307395.82,7381582.97,816230.55,187893.2,2222398.76,8487711.31,5986772.08,470710.92,150799.2,1000568.06,21213843.83,40468244.36,1704566.0,362295.2,2469710.24,39412130.31,75275387.33,2926636.56,288050.0,2175364.52,47207755.04,88128892.89,4202369.0,1592860.73,2000905.4,75931434.73,117687230.4,5449801.67,1519316.27,2566912.95,80861818.16,137435425.2,5922129.16,2060706.32,3014177.21,151758.85,160109.11,8303.48,4596.8,4552.47,144050964.4,176166828.2,7691189.84,4470367.79,3405664.19,0.0,0.0,0.0,0.0,0.0,77947924.96,84980283.52,4522599.17,4557060.67,4325408.48
DOM-VEG,LaVega,19505860.5,18751875.0,2669151.67,1031627.0,0.0,18458617.35,87093851.53,10642320.08,813431.79,0.0,25404777.15,24636162.19,3302158.89,528176.65,0.0,36287644.7,33048282.13,2877482.27,1383746.7,6395237.19,62456738.43,16118619.59,3806124.69,1579188.62,8066854.47,42998044.02,13783180.84,3271956.75,633163.5,6693525.45,55704977.32,16521788.65,3962920.62,1276016.28,9667117.76,37044662.79,23892615.3,2169976.68,882786.0,6660364.34,30021879.85,42926959.0,1872791.36,770575.63,5135740.31,22856282.57,15508283.6,1099318.98,413403.0,2792625.3,35713830.0,46127044.08,1724458.5,740548.49,3636941.93,50243306.14,58945323.97,2388481.0,1073158.17,4709304.3,57437671.39,58689408.68,2583834.45,895640.7,4885253.45,67115276.52,86171875.77,3403121.05,1050411.41,4497035.91,129657135.5,102344837.0,11961332.15,1886356.32,4984907.91,61770972.74,107008260.7,4513150.0,1793569.0,5568246.32,50380.11,109065.73,4535.28,2539.47,6435.25,49982735.63,101542406.0,4540223.72,1886256.88,5242662.86,0.0,0.0,0.0,0.0,0.0,63028311.36,127817788.9,5643708.69,1441708.4,4980407.44
DOM-VER,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,85000.0,653583.28,29113.0,1225.0,24385.0
DOM-VIS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145500.0,56400.0,0.0,90000.0,185000.0,73211.41,207217.3,0.0,49071.0,272934.73,85024900.0,171681.98,1137654.35,8000000.0,3209490.99,146663382.3,24860776.08,1448370.0,7642081.0,4297577.79,215730058.9,33782555.03,1532104.0,12451533.0,3902908.41,4224434.65,30144336.33,1973480.0,12696529.0,4074717.2,10085000.0,40627668.25,1950000.0,9700000.0,8070000.0,173500000.0,50224417.22,2563800.0,17191000.0,11600000.0,5013142.46,44747426.19,2632573.0,16354196.0,2960080.59,393295000.0,53594927.27,2505000.0,19591000.0,11407000.0,374700000.0,57600351.29,3023000.0,19924000.0,4365000.0,315649590.4,60854461.67,3173190.0,21329496.0,885510.8,254413.1,65013.44,3001.83,16800.0,5231.0,282082948.8,8357755.89,3544271.0,18119240.0,9008871.5,0.0,0.0,0.0,0.0,0.0,305399199.7,105337304.5,5262989.18,20475243.27,7145427.2
DOM-YAQ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14179092.89,9265803.94,444397.0,2298237.0,1086816.97,12995959.54,10633548.99,526602.0,3714850.0,1194829.95,10715418.68,10276500.28,467575.0,3156085.3,1058579.59,24736054.62,10654576.9,598000.0,3742830.0,1147109.02,17042645.24,11242981.56,548265.72,3807223.2,1883188.91,31201560.66,12581423.11,746458.8,5308903.2,1635297.82,24382.6,11917.76,589.07,4489.82,1206.38,19351893.44,11602715.33,618504.84,3431458.91,995739.91,0.0,0.0,0.0,0.0,0.0,17595139.9,13921240.15,599843.0,4300010.4,877514.23
DOM-ZFE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114718485.9,16204661.54,4151535.51,7121176.42,25334126.13,217620059.2,13313858.97,7133582.44,25478099.87,42131987.06,329645069.4,25556092.06,9960987.07,30228872.37,59306854.56,255728777.2,126626165.6,11226984.43,30175966.65,96304776.48,260776176.3,315099138.2,13035689.76,30935183.93,85282654.91,262345324.2,465692056.4,17051141.99,15121043.69,88563960.86,289523508.4,419378311.1,19045830.55,10943696.08,115588590.6,323949608.5,545453048.5,21804267.31,10802240.43,120346557.0,366616395.6,601651183.9,35378715.1,12388355.11,142971061.3,0.0,0.0,0.0,0.0,0.0,521249619.7,933024269.2,44938424.2,33078533.13,196838991.6,560731683.0,1936937930.0,56878735.77,31905877.56,180436853.3,519425.72,1204396.35,53397.75,27844.11,210191.42,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,968220.82,1516216.08,72498.0,76655.2,303259.0
DOM-ZOF,Zofinma(Mao),30000.0,33729.37,0.0,7500.0,0.0,420000.0,540000.0,26000.0,9000.0,0.0,420000.0,540000.0,26000.0,9000.0,0.0,1697505.69,914262.81,84503.15,36716.4,276210.84,2400000.0,1683150.0,189731.16,36672.0,456000.0,2240217.31,1371528.13,296186.09,53510.0,463374.94,2302379.65,1068000.0,397886.67,55044.0,349726.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
