gqid,shapeGroup,shapeID,shapeName,shapeType,worldpop_pop_count_1km_mosaic.2000.count,worldpop_pop_count_1km_mosaic.2000.sum,worldpop_pop_count_1km_mosaic.2001.count,worldpop_pop_count_1km_mosaic.2001.sum,worldpop_pop_count_1km_mosaic.2002.count,worldpop_pop_count_1km_mosaic.2002.sum,worldpop_pop_count_1km_mosaic.2003.count,worldpop_pop_count_1km_mosaic.2003.sum,worldpop_pop_count_1km_mosaic.2004.count,worldpop_pop_count_1km_mosaic.2004.sum,worldpop_pop_count_1km_mosaic.2005.count,worldpop_pop_count_1km_mosaic.2005.sum,worldpop_pop_count_1km_mosaic.2006.count,worldpop_pop_count_1km_mosaic.2006.sum,worldpop_pop_count_1km_mosaic.2007.count,worldpop_pop_count_1km_mosaic.2007.sum,worldpop_pop_count_1km_mosaic.2008.count,worldpop_pop_count_1km_mosaic.2008.sum,worldpop_pop_count_1km_mosaic.2009.count,worldpop_pop_count_1km_mosaic.2009.sum,worldpop_pop_count_1km_mosaic.2010.count,worldpop_pop_count_1km_mosaic.2010.sum,worldpop_pop_count_1km_mosaic.2011.count,worldpop_pop_count_1km_mosaic.2011.sum,worldpop_pop_count_1km_mosaic.2012.count,worldpop_pop_count_1km_mosaic.2012.sum,worldpop_pop_count_1km_mosaic.2013.count,worldpop_pop_count_1km_mosaic.2013.sum,worldpop_pop_count_1km_mosaic.2014.count,worldpop_pop_count_1km_mosaic.2014.sum,worldpop_pop_count_1km_mosaic.2015.count,worldpop_pop_count_1km_mosaic.2015.sum,worldpop_pop_count_1km_mosaic.2016.count,worldpop_pop_count_1km_mosaic.2016.sum,worldpop_pop_count_1km_mosaic.2017.count,worldpop_pop_count_1km_mosaic.2017.sum,worldpop_pop_count_1km_mosaic.2018.count,worldpop_pop_count_1km_mosaic.2018.sum,worldpop_pop_count_1km_mosaic.2019.count,worldpop_pop_count_1km_mosaic.2019.sum,worldpop_pop_count_1km_mosaic.2020.count,worldpop_pop_count_1km_mosaic.2020.sum
121,DOM,DOM-ADM2-62336421B23823201,Gaspar Hernández,ADM2,467.9100037,25723.62891,467.9100037,26362.27734,467.9100037,27382.64258,467.9100037,28073.35547,467.9100037,29022.82422,467.9100037,29979.33984,467.9100037,30977.99609,467.9100037,32163.37891,467.9100037,33423.73047,467.9100037,35171.82813,467.9100037,36527.14063,467.9100037,38231.85156,467.9100037,39806.67578,467.9100037,41752.64844,467.9100037,43798.63281,467.9100037,46012.3125,467.9100037,48560.67188,467.9100037,51197.28906,467.9100037,54033.39453,467.9100037,57140.82031,467.9100037,60474.35547
122,DOM,DOM-ADM2-62336421B16934408,Guayabal,ADM2,297.2900085,3103.818604,297.2900085,3306.560791,297.2900085,3496.388428,297.2900085,3676.687744,297.2900085,3910.185059,297.2900085,4155.895508,297.2900085,4452.208008,297.2900085,4628.63623,297.2900085,4893.999023,297.2900085,5149.389648,297.2900085,5524.345703,297.2900085,5837.688965,297.2900085,6316.564941,297.2900085,6784.13623,297.2900085,6990.979004,297.2900085,7610.403809,297.2900085,8064.870117,297.2900085,8594.481445,297.2900085,9169.888672,297.2900085,9754.205078,297.2900085,10448.87598
123,DOM,DOM-ADM2-62336421B71933720,Jaquimeyes,ADM2,145.1900024,3.40E+36,145.1699982,4640.753418,145.1699982,4676.729004,145.1699982,4699.53125,145.1699982,4792.555176,145.1699982,4827.865234,145.1699982,4869.101563,145.1699982,4944.304199,145.1699982,5074.937012,145.1699982,5166.386719,145.1699982,5197.900391,145.1699982,5297.663086,145.1699982,5448.185059,145.1699982,5677.226074,145.1699982,5684.137207,145.1699982,5817.217773,145.1699982,5844.458984,145.1699982,5971.770508,145.1699982,6067.26123,145.1699982,6172.597168,145.1699982,6288.423828
124,DOM,DOM-ADM2-62336421B53848573,Laguna Salada,ADM2,235.3499908,18951.5332,235.3499908,19717.44922,235.3499908,20268.89063,235.3499908,20687.5625,235.3499908,21382.62305,235.3499908,22042.75391,235.3499908,22896.08789,235.3499908,23659.80273,235.3499908,24523.89648,235.3499908,25289.35352,235.3499908,26410.92969,235.3499908,27409.46484,235.3499908,28622.91797,235.3499908,29751.24219,235.3499908,30980.58594,235.3499908,32149.35352,235.3499908,33453.45313,235.3499908,34864.99219,235.3499908,36451.94531,235.3499908,38044.42188,235.3499908,39816.14063
125,DOM,DOM-ADM2-62336421B19557401,La Mata,ADM2,242.8300018,38636.85156,242.8000031,38394.93359,242.8000031,38586.62891,242.8000031,38336.9375,242.8000031,38271.14844,242.8000031,38363.67969,242.8000031,38158.55469,242.8000031,38281.63281,242.8000031,38021.02344,242.8000031,37817.55859,242.8000031,37832.17969,242.8000031,37780.78125,242.8000031,38089.125,242.8000031,37793.00781,242.8000031,37868.73047,242.8000031,37946.30078,242.8000031,37862.31641,242.8000031,37811.28125,242.8000031,37755.51953,242.8000031,37750.23828,242.8000031,37673.82031
126,DOM,DOM-ADM2-62336421B25639395,Las Matas De Farfán,ADM2,796.3299561,45406.15234,796.3299561,44849.60938,796.3299561,44492.72656,796.3299561,44270.71875,796.3299561,44086.76953,796.3299561,44256.55859,796.3299561,44100.34766,796.3299561,44189.85938,796.3299561,44130.07422,796.3299561,44405.04688,796.3299561,44581.72656,796.3299561,45387.34375,796.3299561,44997.22656,796.3299561,45528.78125,796.3299561,45927.1875,796.3299561,46397.51953,796.3299561,46923.14844,796.3299561,47437.09766,796.3299561,48108.77344,796.3299561,48719.69531,796.3299561,49408.91406
127,DOM,DOM-ADM2-62336421B61036746,Las Terrenas,ADM2,141.8399963,12897.59961,141.8399963,13301.12207,141.8399963,13841.78516,141.8399963,14321.24219,141.8399963,15057.47461,141.8399963,15512.3418,141.8399963,16082.43066,141.8399963,16876.80078,141.8399963,17385.10547,141.8399963,18664.32031,141.8399963,19212.30469,141.8399963,19854.27734,141.8399963,19954.87305,141.8399963,20788.98047,141.8399963,21672.45313,141.8399963,22435.64453,141.8399963,23461.23633,141.8399963,24356.39453,141.8399963,25287.34375,141.8399963,26246.69922,141.8399963,27196.61914
128,DOM,DOM-ADM2-62336421B77895209,Loma De Cabrera,ADM2,312.4000244,15499.05078,312.4000244,15650.44141,312.4000244,15583.19336,312.4000244,15794.22754,312.4000244,15882.71777,312.4000244,15887.20313,312.4000244,15918.21191,312.4000244,16116.8457,312.4000244,16210.87695,312.4000244,15957.94141,312.4000244,16220.79297,312.4000244,16248.93164,312.4000244,16615.16797,312.4000244,16709.4375,312.4000244,16771.42969,312.4000244,16784.35156,312.4000244,16841.08789,312.4000244,16827.54883,312.4000244,16957.62109,312.4000244,17013.27734,312.4000244,17069.5625
129,DOM,DOM-ADM2-62336421B31474430,Nagua,ADM2,684.7300415,53944.58594,684.7300415,55323.8125,684.7300415,57223.67188,684.7300415,58731.92578,684.7300415,60491.28516,684.7300415,62216.6875,684.7300415,63933.90625,684.7300415,66428.97656,684.7300415,68108.94531,684.7300415,70470.66406,684.7300415,73044.26563,684.7300415,75265.8125,684.7300415,77461.82813,684.7300415,79821.14063,684.7300415,82360.95313,684.7300415,85219.07813,684.7300415,88274.29688,684.7300415,91288.8125,684.7300415,94521.40625,684.7300415,97892.25,684.7300415,101243.4375
130,DOM,DOM-ADM2-62336421B98396561,Partido,ADM2,190.9500122,7715.052246,190.9500122,7651.366211,190.9500122,7515.942383,190.9500122,7478.410156,190.9500122,7313.65918,190.9500122,7284.28125,190.9500122,7218.222656,190.9500122,7183.664063,190.9500122,7092.279297,190.9500122,7057.402344,190.9500122,6966.829102,190.9500122,6653.854492,190.9500122,6689.472168,190.9500122,6618.306641,190.9500122,6580.085938,190.9500122,6749.007813,190.9500122,6701.224121,190.9500122,6645.788086,190.9500122,6578.804688,190.9500122,6545.686523,190.9500122,6458.537109
131,DOM,DOM-ADM2-62336421B52873509,Pedro Santana,ADM2,688.7099609,6621.946777,688.7099609,6650.506836,688.7099609,6748.882813,688.7099609,6893.674805,688.7099609,7024.517578,688.7099609,7167.793457,688.7099609,7266.512695,688.7099609,7459.495117,688.7099609,7627.391602,688.7099609,7907.742676,688.7099609,8078.041992,688.7099609,8399.979492,688.7099609,8579.029297,688.7099609,8841.231445,688.7099609,9229.921875,688.7099609,9728.765625,688.7099609,9879.655273,688.7099609,10301.49902,688.7099609,10734.83203,688.7099609,11229.84375,688.7099609,11742.75781
132,DOM,DOM-ADM2-62336421B63250124,Duvergé,ADM2,550,18807.4375,550,18007.23438,550,17168.52148,550,16540.30664,550,15822.63672,550,15150.41016,550,14580.34863,550,13990.31836,550,13412.7168,550,12827.53906,550,12385.37109,550,11854.02344,550,11524.29297,550,11195.61816,550,10694.46289,550,10309.32422,550,10000.97852,550,9643.841797,550,9335.986328,550,9010.535156,550,8707.679688
133,DOM,DOM-ADM2-62336421B77441659,Sabana Yegua,ADM2,144.6700134,20047.375,144.6700134,19701.97656,144.6700134,19117.12109,144.6700134,18270.49609,144.6700134,18172.04297,144.6700134,17603.9043,144.6700134,16975.42969,144.6700134,16495.2207,144.6700134,16267.58691,144.6700134,15821.76465,144.6700134,15318.27539,144.6700134,14931.42676,144.6700134,15410.42383,144.6700134,14881.78125,144.6700134,14131.80664,144.6700134,13590.61426,144.6700134,13417.16406,144.6700134,13180.64844,144.6700134,12823.30078,144.6700134,12559.47656,144.6700134,12304.3125
134,DOM,DOM-ADM2-62336421B87747262,Samaná,ADM2,514.9500122,44850.89844,514.9500122,45577.5,514.9500122,46102.25,514.9500122,46899.57813,514.9500122,47381.21875,514.9500122,48317.69531,514.9500122,48863.49609,514.9500122,49725.72656,514.9500122,50445.71094,514.9500122,50208.75781,514.9500122,51265.84766,514.9500122,51715.57031,514.9500122,52324.50781,514.9500122,52864.76953,514.9500122,53769.41016,514.9500122,54765.63281,514.9500122,55376.75781,514.9500122,56172.35938,514.9500122,57083.80078,514.9500122,57779.32813,514.9500122,58851.29688
135,DOM,DOM-ADM2-62336421B36576591,Los Alcarrizos,ADM2,58.36999893,156503.0625,58.36999893,163798.25,58.36999893,170276.7188,58.36999893,177217.4531,58.36999893,183425.4219,58.36999893,190745.0156,58.36999893,198919.9219,58.36999893,206366.7188,58.36999893,215347.4063,58.36999893,223718.6406,58.36999893,233350.2188,58.36999893,242984.3438,58.36999893,255004.1406,58.36999893,265873.125,58.36999893,275437.8125,58.36999893,286998.8438,58.36999893,298990.0938,58.36999893,309817.6563,58.36999893,324042.5,58.36999893,338075.8438,58.36999893,351595.6875
136,DOM,DOM-ADM2-62336421B17006045,Nizao,ADM2,56.43999863,11926.52734,56.43999863,12773.65234,56.43999863,13859.91895,56.43999863,14695.70313,56.43999863,15831.68359,56.43999863,16968.60742,56.43999863,18318.60547,56.43999863,19765.25781,56.43999863,21605.33008,56.43999863,23150,56.43999863,25150.48047,56.43999863,27470.94531,56.43999863,30161.79688,56.43999863,33070.20313,56.43999863,36010.41797,56.43999863,38872.78125,56.43999863,42366.01172,56.43999863,46463.86719,56.43999863,50394.95313,56.43999863,55003.87109,56.43999863,60026.08594
137,DOM,DOM-ADM2-62336421B7611430,Polo,ADM2,260.7399902,9325.625,260.7399902,9169.923828,260.7399902,9001.197266,260.7399902,8876.051758,260.7399902,8745.355469,260.7399902,8561.28125,260.7399902,8433.116211,260.7399902,8277.580078,260.7399902,8132.754883,260.7399902,8131.118164,260.7399902,8016.463867,260.7399902,7852.349609,260.7399902,7791.439453,260.7399902,7694.193359,260.7399902,7535.708008,260.7399902,7408.859375,260.7399902,7315.245117,260.7399902,7201.620117,260.7399902,7117.370605,260.7399902,6992.924316,260.7399902,6905.764648
138,DOM,DOM-ADM2-62336421B86885118,Quisqueya,ADM2,188.6399841,17175.69141,188.6399841,17240.73438,188.6399841,17353.27344,188.6399841,17437.10547,188.6399841,17476.37891,188.6399841,17810.25586,188.6399841,17837.06055,188.6399841,17842.46094,188.6399841,17955.73438,188.6399841,17969.2168,188.6399841,17987.67578,188.6399841,18126.68945,188.6399841,18042.76367,188.6399841,17808.63867,188.6399841,18136.63867,188.6399841,18473.86523,188.6399841,18537.97852,188.6399841,18571.43359,188.6399841,18651.48438,188.6399841,18815.53906,188.6399841,18879.84766
139,DOM,DOM-ADM2-62336421B61942165,Bánica,ADM2,336.7900085,7766.28125,336.7900085,7727.317383,336.7900085,7745.967285,336.7900085,7608.558594,336.7900085,7514.572266,336.7900085,7425.98877,336.7900085,7310.927734,336.7900085,7269.40625,336.7900085,7399.105469,336.7900085,7174.606445,336.7900085,6898.587891,336.7900085,6967.935059,336.7900085,7469.557129,336.7900085,7467.378906,336.7900085,7465.756836,336.7900085,7465.36084,336.7900085,7479.977051,336.7900085,7632.651855,336.7900085,7388.697266,336.7900085,7448.104492,336.7900085,7681.822266
140,DOM,DOM-ADM2-62336421B31758030,Cotuí,ADM2,830.1599731,inf,821.1599731,75483.28125,821.1599731,75707.46875,821.1599731,76084.9375,821.1599731,76532.8125,821.1599731,76522.65625,821.1599731,76756.57813,821.1599731,76904.57813,821.1599731,77338.76563,821.1599731,77604.625,821.1599731,78252.83594,821.1599731,78390.21875,821.1599731,78320.60938,821.1599731,78792.86719,821.1599731,79119.19531,821.1599731,79316.73438,821.1599731,79566.17188,821.1599731,79895.28125,821.1599731,80214.82031,821.1599731,80522.15625,821.1599731,80849.99219
141,DOM,DOM-ADM2-62336421B17742837,San Antonio De Guerra,ADM2,356.3099976,33772.5,356.3099976,34338.95703,356.3099976,35564.53125,356.3099976,36457.25781,356.3099976,37361.79297,356.3099976,38448.33594,356.3099976,39495.22266,356.3099976,40554.10547,356.3099976,41910.83594,356.3099976,43268.42969,356.3099976,44700.44141,356.3099976,45836.34766,356.3099976,47639.35547,356.3099976,48922.51563,356.3099976,50201.95313,356.3099976,51665.89063,356.3099976,53080.29297,356.3099976,54614.46094,356.3099976,56329.46484,356.3099976,57906.58203,356.3099976,59659.03906
142,DOM,DOM-ADM2-62336421B88875319,San Cristóbal,ADM2,271.9799805,207196.75,271.9799805,207980.4219,271.9799805,209216,271.9799805,210362.9219,271.9799805,212295.625,271.9799805,213664.25,271.9799805,215978.9063,271.9799805,217936.5313,271.9799805,218761.5,271.9799805,220050.3438,271.9799805,221115.125,271.9799805,223744.4063,271.9799805,225910.25,271.9799805,227910.3281,271.9799805,229389.9219,271.9799805,230203.1719,271.9799805,232821.4063,271.9799805,235159.5625,271.9799805,236676.9063,271.9799805,238322.4219,271.9799805,240055.5938
143,DOM,DOM-ADM2-62336421B70674137,El Pino,ADM2,113.8000031,6060.676758,113.8000031,6057.881348,113.8000031,5957.305664,113.8000031,5915.430176,113.8000031,5818.751465,113.8000031,5647.72168,113.8000031,5734.831055,113.8000031,5645.084961,113.8000031,5601.015625,113.8000031,5776.760742,113.8000031,5502.646484,113.8000031,5471.345703,113.8000031,5456.152344,113.8000031,5419.36377,113.8000031,5341.229492,113.8000031,5240,113.8000031,5163.498047,113.8000031,5113.297852,113.8000031,5075.762207,113.8000031,5011.737305,113.8000031,4964.045898
144,DOM,DOM-ADM2-62336421B73807904,Cambita Garabitos,ADM2,220.1900024,29065.11914,220.1900024,29415.00195,220.1900024,29508.45117,220.1900024,29838.73242,220.1900024,30036.28125,220.1900024,30052.63281,220.1900024,30501.44336,220.1900024,30461.72461,220.1900024,31213.25,220.1900024,31175.88477,220.1900024,31367.64844,220.1900024,31520.86719,220.1900024,31815.04688,220.1900024,31928.87305,220.1900024,32038.32227,220.1900024,31860.21094,220.1900024,31966.51172,220.1900024,32149.8418,220.1900024,32483.74023,220.1900024,32702.21094,220.1900024,32975.84766
145,DOM,DOM-ADM2-62336421B61891131,Villa Jaragua,ADM2,172.980011,inf,171.3000031,10808.6084,171.3000031,10353.78906,171.3000031,10647.40234,171.3000031,10549.93359,171.3000031,10492.01074,171.3000031,10314.35352,171.3000031,10188.97461,171.3000031,10001.80762,171.3000031,10116.41016,171.3000031,9933.503906,171.3000031,9889.015625,171.3000031,9944.172852,171.3000031,9937.269531,171.3000031,9779.625,171.3000031,9699.974609,171.3000031,9687.826172,171.3000031,9658.811523,171.3000031,9531.168945,171.3000031,9475.222656,171.3000031,9380.380859
146,DOM,DOM-ADM2-62336421B69759529,Ramón Santana,ADM2,314.6799927,10610.68457,314.6799927,10660.6875,314.6799927,10442.48828,314.6799927,10599.92188,314.6799927,10430.03125,314.6799927,10371.09766,314.6799927,10441.51758,314.6799927,10447.50977,314.6799927,10449.28418,314.6799927,10435.94336,314.6799927,10577.57813,314.6799927,10374.9834,314.6799927,10415.4082,314.6799927,10334.79688,314.6799927,10387.5332,314.6799927,10364.60449,314.6799927,10276.67285,314.6799927,10213.88867,314.6799927,10322.78516,314.6799927,10323.28906,314.6799927,10397.11719
147,DOM,DOM-ADM2-62336421B8788314,Fundación,ADM2,67.05999756,9929.454102,67.05999756,10294.33984,67.05999756,9906.763672,67.05999756,10418.82227,67.05999756,10614.75977,67.05999756,10980.46094,67.05999756,11092.06543,67.05999756,11458.67578,67.05999756,11612.06641,67.05999756,11342.2373,67.05999756,11475.34961,67.05999756,11867.43359,67.05999756,12270.83008,67.05999756,12671.3252,67.05999756,13202.46875,67.05999756,13712.59473,67.05999756,14484.11035,67.05999756,14949.17578,67.05999756,15716.03027,67.05999756,16335.94727,67.05999756,17085.63281
148,DOM,DOM-ADM2-62336421B85341046,Cabrera,ADM2,340.0799866,18754.99609,340.0799866,18746.07813,340.0799866,18686.17188,340.0799866,19020.27148,340.0799866,19353.82422,340.0799866,19735.53125,340.0799866,20150.40234,340.0799866,20428.00586,340.0799866,20950.44922,340.0799866,21617.88672,340.0799866,22166.3125,340.0799866,23047.1582,340.0799866,23708.47852,340.0799866,24645.75391,340.0799866,25675.97266,340.0799866,26818.95313,340.0799866,28099.20703,340.0799866,29525.16406,340.0799866,31035.5293,340.0799866,32754.07813,340.0799866,34570.38672
149,DOM,DOM-ADM2-62336421B43109836,Cabral,ADM2,152.9500122,inf,149.7400055,12378.09473,149.7400055,12408.98242,149.7400055,12467.3418,149.7400055,12567.75879,149.7400055,12453.73926,149.7400055,12708.23438,149.7400055,12783.84668,149.7400055,13099.87598,149.7400055,13166.05566,149.7400055,13387.51074,149.7400055,13397.88281,149.7400055,13410.73047,149.7400055,13459.03516,149.7400055,13645.55859,149.7400055,13821.89844,149.7400055,13825.34473,149.7400055,13919.24609,149.7400055,14009.32031,149.7400055,14096.9502,149.7400055,14228.1084
150,DOM,DOM-ADM2-62336421B45032400,El Valle,ADM2,205.8200073,8149.764648,205.8200073,8094.986816,205.8200073,8028.655273,205.8200073,7943.784668,205.8200073,7879.704102,205.8200073,7816.456055,205.8200073,7725.858887,205.8200073,7584.487305,205.8200073,7461.968262,205.8200073,7410.055664,205.8200073,7243.948242,205.8200073,7166.716309,205.8200073,6979.671875,205.8200073,6906.809082,205.8200073,6809.019531,205.8200073,6659.029785,205.8200073,6602.48291,205.8200073,6518.006348,205.8200073,6449.710938,205.8200073,6387.666016,205.8200073,6319.09668
151,DOM,DOM-ADM2-62336421B29341244,Enriquillo,ADM2,404.8399963,11938.16406,404.8399963,11829.98145,404.8399963,11927.46094,404.8399963,11910.52246,404.8399963,11868.98828,404.8399963,11945.1084,404.8399963,12014.21484,404.8399963,12067.45117,404.8399963,11909.69824,404.8399963,11888.5957,404.8399963,11845.03125,404.8399963,11887.32227,404.8399963,11604.67188,404.8399963,11650.27051,404.8399963,11665.12207,404.8399963,11611.0293,404.8399963,11589.12793,404.8399963,11590.19238,404.8399963,11607.30957,404.8399963,11628.32813,404.8399963,11641.85059
152,DOM,DOM-ADM2-62336421B20435459,Santiago,ADM2,544.460022,618043.8125,544.460022,620267.6875,544.460022,622207.6875,544.460022,626012.8125,544.460022,629784.5625,544.460022,634895.8125,544.460022,639952.3125,544.460022,645914.1875,544.460022,650889.875,544.460022,657432.4375,544.460022,665051.5625,544.460022,670929.5,544.460022,678879.5625,544.460022,685869.4375,544.460022,693035.1875,544.460022,701170.1875,544.460022,709485.1875,544.460022,718627.375,544.460022,727124.875,544.460022,736695.875,544.460022,745422
153,DOM,DOM-ADM2-62336421B40601852,Baitoa,ADM2,56.54000092,7693.081055,56.54000092,7996.838379,56.54000092,8188.506348,56.54000092,8364.726563,56.54000092,8795.865234,56.54000092,8776.786133,56.54000092,9079.290039,56.54000092,9466.892578,56.54000092,9748.3125,56.54000092,9994.029297,56.54000092,10328.06836,56.54000092,10600.16113,56.54000092,10871.55859,56.54000092,11224.65039,56.54000092,11532.35742,56.54000092,11881.66797,56.54000092,12240.41992,56.54000092,12603.29199,56.54000092,13097.55078,56.54000092,13462.92773,56.54000092,13935.31445
154,DOM,DOM-ADM2-62336421B19983301,Pedernales,ADM2,1312.77002,15248.04688,1312.77002,16198.00293,1312.77002,17478.46484,1312.77002,18268.67383,1312.77002,19294.23438,1312.77002,20368.68164,1312.77002,21725.51172,1312.77002,23020.10156,1312.77002,24480.74023,1312.77002,26489.96484,1312.77002,27747.60156,1312.77002,29967.97461,1312.77002,32205.66211,1312.77002,34422.76953,1312.77002,37019.32813,1312.77002,39374.08594,1312.77002,41738.57031,1312.77002,44777.35938,1312.77002,47687.60938,1312.77002,50873.55469,1312.77002,54647.34375
155,DOM,DOM-ADM2-62336421B72338099,Isla Beata,ADM2,52.81000137,27.45226669,52.77999878,26.55376816,52.77999878,29.03385353,52.77999878,33.33734512,52.77999878,35.57372284,52.77999878,36.53970337,52.77999878,41.79209518,52.77999878,43.28819656,52.77999878,49.74126434,52.77999878,63.67193985,52.77999878,62.71194077,52.77999878,78.88093567,52.77999878,69.72195435,52.77999878,67.920578,52.77999878,77.41397858,52.77999878,86.13831329,52.77999878,87.71529388,52.77999878,90.31936646,52.77999878,109.0745468,52.77999878,113.3755112,52.77999878,126.6106873
156,DOM,DOM-ADM2-62336421B10748634,La Romana,ADM2,193.9400024,106885.9141,193.9400024,108851.1953,193.9400024,111949.5781,193.9400024,114456.0859,193.9400024,116550.8516,193.9400024,119197.7734,193.9400024,121916.8281,193.9400024,125441.0313,193.9400024,127917.6797,193.9400024,131265.9844,193.9400024,134572.3125,193.9400024,137591.9688,193.9400024,140811.7813,193.9400024,143807.7031,193.9400024,147013.7656,193.9400024,150117.5938,193.9400024,153832.2813,193.9400024,158380.875,193.9400024,161555.7031,193.9400024,165448.0938,193.9400024,169269.3281
157,DOM,DOM-ADM2-62336421B42885380,Isla Saona,ADM2,136.5899963,831.317627,136.5599976,1242.263184,136.5599976,999.4143677,136.5599976,1210.677612,136.5599976,1148.503296,136.5599976,1105.402344,136.5599976,1189.803467,136.5599976,1103.02124,136.5599976,1398.290649,136.5599976,1468.111694,136.5599976,1388.239258,136.5599976,1196.959473,136.5599976,1569.06958,136.5599976,1582.425903,136.5599976,1924.996826,136.5599976,2104.555664,136.5599976,1997.416504,136.5599976,1931.732422,136.5599976,2042.943604,136.5599976,2006.158691,136.5599976,2159.082031
158,DOM,DOM-ADM2-62336421B10375685,Isla Catalina,ADM2,11.54000092,209.7286377,11.54000092,277.4566345,11.54000092,257.6662292,11.54000092,250.2269745,11.54000092,242.554718,11.54000092,227.6254883,11.54000092,220.150528,11.54000092,244.7608185,11.54000092,249.7376404,11.54000092,370.7455139,11.54000092,554.8707275,11.54000092,349.4890747,11.54000092,311.7030029,11.54000092,304.1120605,11.54000092,355.7883301,11.54000092,389.0521851,11.54000092,339.1887207,11.54000092,315.3395386,11.54000092,358.0273132,11.54000092,347.8417969,11.54000092,377.2904968
159,DOM,DOM-ADM2-62336421B32197612,San Luis,ADM2,54.36999893,45563.625,54.36999893,45702.19531,54.36999893,48744.18359,54.36999893,48841.07422,54.36999893,49615.31641,54.36999893,52321.67188,54.36999893,53622.37109,54.36999893,53751.12891,54.36999893,54719.87109,54.36999893,55365.17969,54.36999893,54639.76563,54.36999893,55413.88672,54.36999893,54730.30469,54.36999893,56544.86328,54.36999893,55975.42969,54.36999893,58652.05859,54.36999893,60370.23047,54.36999893,61507.60156,54.36999893,63251.23828,54.36999893,64889.96094,54.36999893,67187.78906
160,DOM,DOM-ADM2-62336421B94417177,San Victor,ADM2,186.3899841,62141.44141,186.3899841,62876.71875,186.3899841,62545.57813,186.3899841,64238.65625,186.3899841,65637.85156,186.3899841,67623.84375,186.3899841,69085.46875,186.3899841,70825.28125,186.3899841,71755.74219,186.3899841,70883.16406,186.3899841,72928.71094,186.3899841,74754.51563,186.3899841,77995.3125,186.3899841,78869.74219,186.3899841,81556.54688,186.3899841,83240.25781,186.3899841,84292.1875,186.3899841,86342.5625,186.3899841,87863.32031,186.3899841,89389.03125,186.3899841,92006.05469
161,DOM,DOM-ADM2-62336421B26924656,Matanzas,ADM2,288.230011,34227.91797,288.2200012,36069.53125,288.2200012,36438.62891,288.2200012,37953.76172,288.2200012,39210.03516,288.2200012,38232.91016,288.2200012,36872.15625,288.2200012,38965.27344,288.2200012,41954.9375,288.2200012,42737.78516,288.2200012,46695.44531,288.2200012,45980.375,288.2200012,45739.15234,288.2200012,46780.41406,288.2200012,49476.89844,288.2200012,50912.0625,288.2200012,51284.53516,288.2200012,52062.46484,288.2200012,54064.80078,288.2200012,55536.32813,288.2200012,57532.125
